contigName	contigLen	totalAvgDepth	17119-05-01-243200068.sort.bam	17119-05-01-243200068.sort.bam-var	17119-05-02-243200066.sort.bam	17119-05-02-243200066.sort.bam-var	17119-05-03-243200095.sort.bam	17119-05-03-243200095.sort.bam-var	17119-05-04-243200101.sort.bam	17119-05-04-243200101.sort.bam-var	17119-05-05-243200087.sort.bam	17119-05-05-243200087.sort.bam-var	17119-05-06-243200069.sort.bam	17119-05-06-243200069.sort.bam-var	17119-05-07-243200099.sort.bam	17119-05-07-243200099.sort.bam-var	17119-05-08-243200071.sort.bam	17119-05-08-243200071.sort.bam-var	17119-05-09-243200070.sort.bam	17119-05-09-243200070.sort.bam-var	17119-05-10-243200096.sort.bam	17119-05-10-243200096.sort.bam-var	17119-05-11-243200091.sort.bam	17119-05-11-243200091.sort.bam-var	17119-05-12-243200081.sort.bam	17119-05-12-243200081.sort.bam-var	17119-05-13-243200076.sort.bam	17119-05-13-243200076.sort.bam-var	17119-05-14-243200089.sort.bam	17119-05-14-243200089.sort.bam-var	17119-05-15-243200093.sort.bam	17119-05-15-243200093.sort.bam-var	17119-05-16-243200072.sort.bam	17119-05-16-243200072.sort.bam-var	17119-05-17-243200086.sort.bam	17119-05-17-243200086.sort.bam-var	17119-05-18-243200100.sort.bam	17119-05-18-243200100.sort.bam-var	17119-05-19-243200062.sort.bam	17119-05-19-243200062.sort.bam-var	17119-05-20-243200063.sort.bam	17119-05-20-243200063.sort.bam-var	17119-05-21-243200075.sort.bam	17119-05-21-243200075.sort.bam-var	17119-05-22-243200094.sort.bam	17119-05-22-243200094.sort.bam-var	17119-05-23-243200073.sort.bam	17119-05-23-243200073.sort.bam-var	17119-05-24-243200088.sort.bam	17119-05-24-243200088.sort.bam-var	17119-05-25-243200085.sort.bam	17119-05-25-243200085.sort.bam-var	17119-05-26-243200098.sort.bam	17119-05-26-243200098.sort.bam-var	17119-05-27-243200083.sort.bam	17119-05-27-243200083.sort.bam-var	17119-05-28-243200078.sort.bam	17119-05-28-243200078.sort.bam-var	17119-05-30-243200082.sort.bam	17119-05-30-243200082.sort.bam-var	17119-05-31-243200080.sort.bam	17119-05-31-243200080.sort.bam-var	17119-05-32-243200092.sort.bam	17119-05-32-243200092.sort.bam-var	17119-05-33-243200064.sort.bam	17119-05-33-243200064.sort.bam-var	17119-05-34-243200097.sort.bam	17119-05-34-243200097.sort.bam-var	17119-05-35-243200067.sort.bam	17119-05-35-243200067.sort.bam-var	17119-05-36-243200079.sort.bam	17119-05-36-243200079.sort.bam-var	17119-05-37-243200074.sort.bam	17119-05-37-243200074.sort.bam-var	17119-05-38-243200077.sort.bam	17119-05-38-243200077.sort.bam-var	17119-05-39-243200084.sort.bam	17119-05-39-243200084.sort.bam-var	17119-05-40-243200090.sort.bam	17119-05-40-243200090.sort.bam-var	17119D-05-29-243200065.sort.bam	17119D-05-29-243200065.sort.bam-var
S28CNODE_2012_length_7899_cov_24.708567||full	7899	40.8979	0	0	0	0	0	0	0	0	0.063234	0.235035	0	0	0	0	0.489612	1.3351	0.0194864	0.0191092	0	0	0	0	0.56304	0.645092	0	0	0.0388437	0.0373383	0	0	0	0	0	0	0	0	0.120532	0.227336	0	0	0.170474	0.275917	0	0	0.0584592	0.0865408	0	0	0.0193573	0.0189856	0.057943	0.0545925	0.0965286	0.112531	37.0915	193.497	0.0332946	0.065485	0.647438	0.805994	0	0	0	0	0.0678797	0.0769603	0	0	0.35282	0.976711	1.00748	2.83086	0	0	0	0	0	0	0	0
S28CNODE_2017_length_7866_cov_5.579055||full	7866	8.81169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77281	16.8853	0	0	0.0388802	0.037646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S28CNODE_2025_length_7826_cov_4.441385||full	7826	10.9717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194763	0.291848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235018	0.567805	0	0	0.0392131	0.037677	6.9587	7.12513	0	0	0.156853	0.237051	0.0196717	0.0192824	0	0	0	0	0	0	1.82751	3.49336	0.117249	0.131912	0	0	0	0	1.42275	2.83695	0	0
S28CNODE_2074_length_7631_cov_6.741552||full	7631	11.9622	0	0	0	0	0.0800695	0.153127	0	0	0	0	0.362385	0.299546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0806042	0.11475	0	0	0	0	0.0796685	0.0733317	0	0	0	0	0.0403689	0.0387341	0	0	10.6439	18.5462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0401016	0.0556172	0.0403689	0.0459574	0.452613	0.462473	0.142093	0.227787
S28CNODE_2096_length_7547_cov_6.321276||full	7547	13.8918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204137	0.0199996	0	0	0	0	0.8544	0.780151	0	0	0	0	0	0	0	0	0	0	0	0	0.0110856	0.0109634	0	0	0.0565094	0.138486	0	0	0.0816547	0.23134	0	0	0.162498	0.219935	0.0408274	0.039166	0	0	9.70339	12.1718	0	0	1.7672	1.68723	0.0609707	0.120273	0	0	0.182506	0.182493	0.0408274	0.0391761	0.649993	1.13048	0.235636	0.557023	0.00351494	0.00350247	0	0	0	0	0.0204137	0.0199953
S28CNODE_2127_length_7448_cov_3.848911||full	7448	10.4005	0	0	0	0	0	0	0	0	0.18142	0.278742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205536	0.020135	0	0	0	0	0	0	0.0205536	0.020135	0	0	0.0408331	0.0391792	0	0	0	0	6.06536	7.39668	0	0	3.14703	5.6702	0.372979	0.680664	0	0	0	0	0.139353	0.172297	0	0	0	0	0	0	0.35407	0.489659	0.0378186	0.0363971	0.0205536	0.0201358
S28CNODE_2199_length_7204_cov_20.990628||full	7204	44.8018	0	0	0	0	0	0	0	0	0.0348738	0.0855596	0	0	0	0	0.810037	3.4254	0.0214063	0.0209507	0	0	0	0	0.880068	3.50765	0	0	0.0642189	0.133571	0	0	0	0	0	0	0	0	0.0850581	0.115284	0	0	0.169974	0.312885	0	0	0.0211228	0.0206762	0	0	0	0	0	0	0	0	32.8996	243.853	0	0	1.12844	2.91235	0.293876	0.740131	0.0640771	0.0676457	0.0670542	0.071348	0	0	7.11384	241.916	1.03346	11.2868	0.0426708	0.0496536	0	0	0.0720159	0.0668399	0	0
S28CNODE_2307_length_6885_cov_5.133968||full	6885	12.6313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00549369	0.00546433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100668	0.143116	0	0	0	0	0	0	0	0	0	0	0	0	8.19169	14.422	0	0	0	0	0.00564217	0.00561111	0	0	0	0	0	0	3.87958	7.96324	0.00445434	0.00443513	0	0	0.237713	0.33921	0.179065	0.176432	0.027023	0.129653
S28CNODE_2324_length_6819_cov_14.608664||full	6819	26.8211	0	0	0	0	0	0	0	0	0.0451342	0.043109	0	0	0	0	0.533513	0.784636	0	0	0	0	0	0	0.0452842	0.0432392	0	0	0.108562	0.142079	0	0	0	0	0	0	0	0	0.37157	0.444459	0	0	0.450592	0.877198	0	0	0.0902684	0.220411	0	0	0	0	0	0	0.0677763	0.0736921	18.4612	63.323	0	0	0.333483	0.470369	0.0451342	0.0431053	0.0448343	0.0428331	0	0	0	0	3.45779	23.341	2.35867	5.48827	0	0	0.0902684	0.0821365	0	0	0.316989	0.543502
S28CNODE_2333_length_6788_cov_3.417347||full	6788	21.7695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529678	0.954601	0	0	0.0454956	0.0452432	7.26951	23.343	0	0	0	0	0.00602591	0.0059905	0	0	2.23923	3.17029	0	0	1.09039	1.51967	0	0	0.927086	0.790521	0.045345	0.0432899	0	0	0	0	0	0	3.27267	4.69504	0	0	0	0	0	0	0	0	0	0	0	0	0.0546851	0.068879	3.32751	6.40171	0.0454956	0.0663345	0.929798	1.19322	1.9414	3.25217	0.0451943	0.071183
S28CNODE_2335_length_6782_cov_9.157574||full	6782	222.741	12.9086	51.563	12.7741	51.6526	12.0878	37.5931	12.4324	42.8185	32.4003	276.044	0.245627	0.267649	0	0	0.0455368	0.0434704	4.71472	9.67758	3.7598	7.80274	3.53468	6.90483	3.7313	5.32977	10.8358	38.7957	0	0	0	0	0.045386	0.043322	6.27925	21.8465	5.57599	14.4583	4.82931	12.2992	4.26734	8.20221	15.5579	61.8787	0	0	0.0450844	0.0747354	0.0683052	0.0636514	9.97256	27.2699	9.14294	21.9952	8.42762	28.2864	10.2495	24.1883	0.0681544	0.0635134	0.045386	0.0433257	0	0	6.55368	13.304	5.60057	10.4707	5.5386	13.7687	4.6146	9.8999	16.2939	68.0883	0	0	0.0389023	0.0763122	0.0553378	0.0848486	0	0
S28CNODE_2367_length_6683_cov_60.574683||full	6683	77.2284	0	0	0	0	0	0	0.0231134	0.0225825	0	0	0.583193	1.00588	0	0	0	0	0	0	0	0	1.12506	12.7919	0	0	0	0	0	0	0.0659728	0.188732	0	0	0.793663	8.27417	0	0	0.437624	1.48858	0	0	0.0231134	0.0225826	0	0	2.10501	4.5824	0	0	0.0919945	0.136829	6.05388	363.373	0.105005	0.150331	62.0704	545.809	0.184295	0.236389	0.0235726	0.0465927	0.138068	0.211173	0	0	0	0	0	0	0.0924537	0.300085	0.0921476	0.117344	0	0	0.008878	0.00880169	1.12138	2.59228	2.08955	34.78
S28CNODE_2415_length_6530_cov_11.997992||full	6530	43.9498	0	0	0	0	0.121317	0.327312	0	0	0.0109718	0.0108531	1.04107	1.29662	0	0	0	0	0	0	0	0	0	0	0.0810345	0.316539	0	0	0	0	0	0	0	0	0.00485893	0.00483568	0.0473354	0.0450908	0.255956	1.68781	0.0471787	0.0903977	0	0	0.00564263	0.00561111	0.266771	1.79468	0	0	0.0473354	0.0786441	0	0	0.00830721	0.00823938	17.6922	41.278	5.58009	483.717	0.280251	3.1489	0.127116	0.272092	14.7602	2982.67	0.0106583	0.0105468	0.0319749	0.0949175	0.339342	2.12051	0.0236677	0.0231094	1.95533	64.8662	0.106897	0.361714	1.10016	1.52078	0.00423197	0.00421449
S28CNODE_2417_length_6513_cov_4.603128||full	6513	8.91655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0944523	0.139606	0	0	0	0	0	0	0	0	0	0	0	0	7.29813	10.0798	0	0	0	0	0	0	0	0	0	0	0	0	0.212793	0.485297	0.0122584	0.0366314	0	0	0.861386	1.37287	0.437529	0.706669	0	0
S28CNODE_2452_length_6406_cov_4.590616||full	6406	65.4194	0	0	0	0	0	0	0	0	0.734175	1.33928	0	0	0	0	2.09543	13.744	0.0482737	0.0833607	0	0	6.55898	140.755	3.4554	56.5878	0.0463555	0.0675449	9.1827	78.0639	1.04236	3.87418	0	0	0	0	6.51567	16.0654	3.00144	19.3223	0.370844	0.76995	0.628197	1.43546	0	0	2.5259	25.6821	0	0	0.412564	0.776052	0.785966	2.07102	0	0	6.69421	11.9719	0	0	0	0	0.367327	0.978265	0.0241368	0.0235557	3.70716	7.5746	0	0	0.168318	0.284207	9.59255	340.195	0.0407609	0.0391073	4.82992	40.2482	1.40649	2.08172	1.1843	1.70556
S28CNODE_2489_length_6321_cov_5.092403||full	6321	51.0055	0	0	0	0	0	0	0.0486145	0.0462561	0	0	3.75174	8.50078	0	0	0.252957	0.859982	0.0489386	0.0877146	0	0	0.0690326	0.242231	2.73683	6.72733	0	0	0	0	0	0	0	0	0.097229	0.18468	7.09707	13.5256	0.0487765	0.0464052	0	0	0.101604	0.120788	0.0194458	0.0190715	0	0	0	0	0.146492	0.315655	0	0	0	0	7.63118	12.8121	0	0	7.73359	13.52	0.0977151	0.12708	0.0487765	0.0538603	3.04359	4.60666	0.0489386	0.0465374	17.6903	30.1476	0.0487765	0.0723374	0	0	0	0	0.195106	0.254645	0.0487765	0.0515915
S28CNODE_2519_length_6239_cov_450.972671||full	6239	757.81	0.1483	0.170013	0.0494334	0.0469959	21.0484	127.53	0.484152	0.964298	51.2509	2989.2	1.02529	2.23084	0.40138	0.878977	14.1358	111.318	0.705206	2.64204	0.622434	1.69337	5.11628	82.3932	12.9911	586.623	1.12826	4.17745	12.1163	141.726	0.929709	2.21609	36.4324	2011.39	0.586467	1.36863	2.92347	10.2128	6.12679	96.4791	0.0742322	0.0894161	4.528	8.66337	0.099031	0.15364	25.8464	924.685	0	0	1.2672	2.26806	27.4119	933.471	10.0471	833.663	364.02	11745.9	0.919691	1.97923	7.41731	196.408	42.5024	304.714	0.824109	7.28768	0.29036	0.60882	1.47775	2.90225	9.26523	496.85	70.0752	894.515	0.12383	0.109492	1.92807	5.89398	2.72376	15.1091	18.7461	157.99
S28CNODE_2571_length_6116_cov_5.475994||full	6116	120.906	0.0740865	0.0686113	0.105766	0.118066	0.12588	0.293454	40.2715	2633.95	0.165773	0.203022	0.341267	0.991973	0.202816	0.257268	0.0923567	0.122742	0.429266	0.950834	0.176835	0.222363	0	0	1.57811	2.71858	0.593027	1.61203	0.14348	0.162477	0.0248072	0.0241952	43.4475	3307.64	0.0506202	0.098695	1.53788	3.55964	0	0	0.336406	0.533829	0.0253101	0.0246738	0	0	0.273718	0.432877	0	0	0.0502849	0.0926773	0	0	0.640295	2.00905	7.24506	8.34627	0.0749246	0.215844	3.42189	9.27177	0.0506202	0.0480667	11.7033	84.5833	0	0	0	0	0.915354	1.36536	0.801542	1.83456	3.85702	73.293	0.0253101	0.0246739	2.04878	4.23196	0.0750922	0.119415
S28CNODE_2602_length_6052_cov_4.858429||full	6052	15.1537	0	0	0	0	0.205185	1.01178	0	0	0.229753	0.414214	0.0255845	0.0249344	0	0	0	0	0.0904778	0.141952	0	0	0.0704846	0.100416	0.127076	0.2326	0	0	0.0508302	0.099085	0.560149	2.3516	0.127414	0.229824	0	0	0.490851	1.94053	0	0	0.0508302	0.0482613	0	0	0	0	0.376313	0.968515	0.345984	1.69084	0	0	0.0996272	0.125299	0	0	7.05913	14.0964	0.0254151	0.0247686	2.5715	3.59274	0.328024	0.757224	0	0	0.0189766	0.0186197	0.126567	0.156982	0.916638	3.12424	0.102169	0.0930999	0	0	0.30549	0.480932	0.849204	3.03425	0	0
S28CNODE_2603_length_6049_cov_37.234234||full	6049	50.2204	0	0	0	0	0	0	0	0	0.0317003	0.0307021	0	0	0	0	0.867605	1.43237	0	0	0	0	0	0	0.611629	1.3712	0	0	0.0508561	0.048282	0	0	0	0	0	0	0	0	0.398373	0.407908	0	0	0.598746	0.602722	0	0	0.0764536	0.0706269	0	0	0.0510256	0.0867431	0.0962875	0.132474	0.0511951	0.0950415	42.4296	254.262	0	0	1.02102	1.58619	0.0510256	0.0484258	0.127818	0.292594	0.0508561	0.0791372	0	0	1.77725	6.21825	1.82692	2.84816	0	0	0.0508561	0.0489615	0	0	0.0511951	0.0485848
S28CNODE_2656_length_5914_cov_3.983786||full	5914	26.962	0	0	0	0	3.54233	42.8773	0	0	0	0	0	0	0.0784178	0.190966	0.26093	0.443107	0	0	0	0	0.284525	1.10352	0.521686	3.25193	0	0	1.13029	2.44435	0.549618	1.16624	0	0	0	0	1.35097	1.52714	0.183033	0.245326	0.404754	0.762984	0.208709	0.333499	0	0	0.869882	1.39318	0	0	0.509715	0.848244	1.43008	10.4967	0	0	5.25729	4.82549	0	0	0.157183	0.287244	0.112075	0.133204	0	0	3.37977	5.64309	0	0	0.0520472	0.093408	3.91204	37.0697	0	0	0.418459	0.652158	0.616065	0.642638	1.73213	10.8257
S28CNODE_2661_length_5895_cov_22.300514||full	5895	210.872	0.0264578	0.0257638	0	0	0.0508268	0.0538238	0.0525674	0.0863798	0.583986	0.931711	0.005396	0.00536736	0	0	0.0985205	0.0950952	0.309138	0.650593	0	0	0	0	0.00748477	0.00743109	0	0	0.0468233	0.0446363	0	0	0	0	0.0259356	0.0252667	0.0262837	0.0255935	11.1875	314.789	0	0	0	0	0	0	0.321149	0.532418	0	0	0	0	0.168842	0.306796	0.0254134	0.0247677	33.3307	44.8936	35.8552	3321.05	8.46023	151.377	6.92237	99.0683	94.8247	23951.2	0.176675	0.382624	1.53124	5.62259	0.117145	0.103444	1.25988	4.94164	12.8644	466.37	1.21532	2.30259	0.280418	0.230014	1.0973	4.90191
S28CNODE_2673_length_5878_cov_94.742229||full	5878	145.088	0.0789106	0.0863158	0.0439944	0.082227	0.470321	1.58297	0.0523743	0.049643	15.5127	372.83	0.286837	0.793221	0.236732	1.2001	5.25855	27.6606	0.105098	0.230924	0.271823	0.813194	0.693261	1.80551	1.38128	8.91565	0.0352654	0.0693045	6.48184	77.4284	0.576117	3.57871	0.568959	2.84806	0	0	1.76676	5.92638	18.7126	449.411	0.0116969	0.0115623	0.394553	0.605291	0	0	4.78911	21.5955	0	0	0.447975	2.4606	15.2507	546.79	0.186627	0.213649	40.838	376.679	0	0	1.12378	11.0828	2.80395	9.8045	0.800628	2.67097	0.573324	1.27693	0.0527235	0.0499506	6.32699	285.065	10.3507	79.3326	0	0	2.66044	5.76793	1.15573	5.19708	4.78788	76.1128
S28CNODE_2674_length_5876_cov_773.312317||full	5876	654.484	0.0525672	0.069737	0.0525672	0.0777696	4.69315	72.0865	0.625393	0.95569	25.0381	1495.88	0.93154	2.31165	0.262487	0.474474	6.43521	75.1673	0.8781	4.23842	0.800908	2.22456	0.951624	4.13705	21.2125	1326.18	0.359064	0.501251	7.63587	121.496	1.68582	8.36684	10.0044	674.954	0.503318	0.999427	3.64251	33.5939	10.2967	143.248	0.263185	0.301158	0.705728	2.48545	0.131331	0.146259	7.51694	156.363	0.0263709	0.025685	0.655955	0.915638	9.53231	196.642	1.75725	39.6252	471.258	25932.3	2.8767	65.8943	9.12941	210.772	14.8067	462.378	1.05012	7.87179	0.897485	10.2479	0.336186	0.51632	4.78519	73.9379	22.5774	766.322	0.527768	2.51467	2.01135	5.58343	2.75253	41.1247	4.82431	40.0585
S28CNODE_2682_length_5858_cov_3.983457||full	5858	16.5809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0529082	0.0851664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30256	3.31893	0	0	0	0	0	0	0	0	0	0	0.0529082	0.050123	0	0	0	0	5.83549	7.92185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105466	0.133248	0	0	3.25438	10.4524	4.97722	14.7666	0	0
S28CNODE_2695_length_5839_cov_5.920297||full	5839	23.1854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265425	0.0258402	0	0	0	0	0	0	0	0	0	0	2.86869	8.47306	0	0	0	0	0	0	0	0	4.36773	17.1411	0	0	0	0	0	0	0	0	0	0	0.0530849	0.0502732	0	0	0	0	9.29531	13.1808	0	0	0	0	0	0	0.0421867	0.0826041	0	0	0	0	0.0595887	0.0599069	0.511162	0.722465	0	0	0.886975	1.86521	5.07418	15.8142	0	0
S28CNODE_2707_length_5808_cov_18.852946||full	5808	69.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106398	0.12656	0.0528455	0.0762252	0.0266879	0.0259849	36.4217	81.8359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227642	0.717446	0	0	0.313538	0.663974	0.159597	0.213367	0.0533758	0.0749251	26.4574	30.729	0.0259809	0.0253079	0.0533758	0.0887154	5.34429	281.842	0	0	0.293567	0.22651	0.053199	0.0889204	0	0	0	0	0	0	0	0	0.107458	0.131636	0.115942	0.275039
S28CNODE_2744_length_5741_cov_5.909075||full	5741	28.1433	0	0	0	0	0	0	0	0	0	0	2.09283	2.27671	0	0	0	0	0.0538365	0.0931531	0	0	0	0	0.806475	1.50026	0	0	0	0	0	0	0	0	0.0540154	0.0872514	3.54731	7.02316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0540154	0.0511167	0	0	5.37131	7.17082	0	0	5.51833	7.18746	0	0	0	0	2.16849	3.94691	0.0538365	0.0509472	8.26167	18.9729	0.161152	0.257212	0	0	0	0	0	0	0	0
S28CNODE_2759_length_5714_cov_6.349708||full	5714	10.9337	0	0	0	0	0	0	0	0	0	0	0.323149	0.506043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271387	0.0264036	0	0	0	0	0	0	0	0	9.98436	30.0594	0	0	0	0	0	0	0	0	0	0	0	0	0.0463695	0.0905979	0.026959	0.0262415	0	0	0.0384615	0.0499199	0.487239	0.824701	0	0
S28CNODE_2790_length_5658_cov_4.863288||full	5658	55.8005	0	0	0	0	0	0	0	0	0.433188	0.71268	0	0	0	0	5.47731	10.5323	0	0	0	0	0	0	1.09441	1.53385	0.136892	0.231141	0.591322	0.876874	0	0	0.0775236	1.13812	0.109114	0.131361	0	0	0.986383	1.1382	0.0546478	0.0516715	0	0	0	0	19.4334	242.375	0.0604575	0.056815	0	0	0	0	0.0344953	0.19675	7.62146	11.596	0.0442992	0.0761202	2.45243	4.41738	3.63362	6.40504	0.132353	0.190039	0.298656	0.578851	0.436819	0.567874	1.20352	1.26435	11.2702	40.9866	0	0	0	0	0.163217	0.164199	0.0548293	0.0518419
S28CNODE_2820_length_5605_cov_9.843423||full	5605	53.3621	0	0	0.0553621	0.0853053	0	0	0.0548121	0.0833504	0	0	18.9531	67.7446	0.0551787	0.102384	0	0	0	0	0.110174	0.134359	0	0	6.5384	10.248	0	0	0	0	0	0	0	0	0	0	0.472961	1.01202	0.0687443	0.10509	0	0	9.044	39.8129	0	0	0	0	0	0	0	0	0	0	0	0	15.6038	57.9433	0	0	0.165903	0.259747	0	0	0	0	0	0	0	0	0.248946	0.408508	0.0867094	0.0858031	0	0	1.40862	12.9707	0.495325	1.28443	0	0
S28CNODE_2859_length_5506_cov_3.756008||full	5506	8.13032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224608	0.290703	0	0	0	0	0	0	0	0	0	0	0	0	5.95892	12.8208	0	0	0	0	0	0	0	0	0	0	0	0	0.252054	0.531024	0.0057879	0.00575597	0	0	1.0646	1.61339	0.624347	0.972169	0	0
S28CNODE_2866_length_5494_cov_4.681008||full	5494	27.4397	0	0	0.00411677	0.00410059	0	0	0	0	0	0	1.4579	2.74566	0	0	0.0866392	1.81974	0	0	0	0	0.0379865	0.346489	0.576347	0.633528	0	0	0.0123503	0.0369053	0	0	0	0	0.0559506	0.0775449	10.764	19.6956	0.0205838	0.102515	0	0	0	0	0	0	0.0606287	0.0857858	0	0	0.0563249	0.0531633	0.0563249	0.0531634	0	0	4.12818	6.40563	0.00411677	0.00410059	3.64203	5.79744	0.232597	7.63951	0	0	0.673091	0.768851	0	0	5.48353	6.64325	0.0529566	0.679396	0	0	0	0	0	0	0.0340569	0.28295
S28CNODE_2867_length_5493_cov_3.928834||full	5493	7.85401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223283	0.66916	0	0	0	0	0	0	0.0565226	0.053338	0	0	0	0	6.27082	8.98397	0	0	0.112671	0.212313	0	0	0	0	0	0	0	0	0.138686	0.620035	0	0	0	0	0.939547	2.86927	0.112484	0.0998469	0	0
S28CNODE_2895_length_5441_cov_13.689380||full	5441	137.995	0.113778	0.201414	0.109998	0.144036	16.7764	210.961	1.27481	8.26578	28.5833	427.67	0.041769	0.0763262	0.238896	0.421949	3.8762	15.5458	0.0567001	0.110206	0.280854	0.659474	0.368361	0.584319	3.78492	17.3294	0	0	9.61992	97.1398	0.114156	0.135931	5.08751	101.617	0.226989	0.32483	0.532036	4.0169	8.1735	72.9417	0.022113	0.0216281	1.67757	10.7509	0	0	3.64355	10.2546	0.0568891	0.05593	0.0570781	0.0538325	5.8522	165.595	0.0587791	0.0787724	8.63977	90.1065	0	0	0.540163	1.88815	2.28482	28.9243	0.170667	0.174833	0.048951	0.0465632	0.0568891	0.0653828	8.71631	192.975	19.4196	210.092	0.049329	0.0469042	2.75581	9.07756	3.68758	31.2129	0.996409	3.66436
S28CNODE_2897_length_5436_cov_6.532615||full	5436	18.2624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.583995	1.02923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09875	2.54459	0	0	0	0	0	0	0.0569429	0.0537046	0	0	0	0	10.4911	16.1599	0	0	0	0	0.0925085	0.099852	0	0	0	0	0	0	3.45006	7.63951	0.427923	0.808706	0	0	0.590428	0.749355	0.326712	0.400528	1.14397	2.043
S28CNODE_2932_length_5368_cov_4.056842||full	5368	42.9421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.573016	0.744249	0	0	0.0578766	0.0545422	0	0	1.17229	3.92221	0	0	8.29954	15.171	0	0	0	0	0	0	0	0	5.93733	17.8096	0	0	1.8831	7.07321	0.0287466	0.0279241	0.509582	1.91226	0	0	0	0	0	0	0	0	6.3074	5.05138	0	0	0	0	0	0	0	0	0	0	0.0576849	0.060118	0.337102	0.855697	1.64661	3.21339	0	0	9.73189	79.3572	6.39996	25.476	0	0
S28CNODE_2965_length_5295_cov_4.840458||full	5295	12.7077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70243	1.18253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292128	0.206826	0	0	0	0	7.45578	9.71863	0	0	0.0293489	0.0284927	0	0	0	0	0.0221574	0.0531619	0	0	1.72303	2.58989	0.0660836	0.0799995	0	0	0.0592809	0.319403	2.34694	6.28109	0.0104956	0.0208829
S28CNODE_2981_length_5259_cov_88.731553||full	5259	104.004	0	0	0.0295557	0.0286851	0	0	0.0591114	0.0556163	0.600313	2.41812	1.05931	2.45046	0	0	0.177138	0.247196	0	0	0	0	1.48816	14.8968	0.02936	0.0284965	0	0	0.0892543	0.0813033	0.0295557	0.0286845	0	0	0.425719	4.82995	0.618908	1.50989	1.1423	2.26768	0.157174	0.173605	0.0880799	0.235817	0	0	3.48444	13.1372	0	0	0.390487	1.25914	14.9961	666.819	0.118223	0.159474	74.9301	1451.35	0	0	0	0	0.147387	0.125692	0	0	0.0295557	0.0286871	0.0295557	0.0286852	0.118223	0.156342	0.265805	0.475922	0	0	0.175377	0.304405	1.26835	3.2649	2.05676	29.077
S28CNODE_3003_length_5214_cov_27.113394||full	5214	70.5577	0.00157978	0.00631787	0.000394945	0.000394867	0.396722	36.1384	0.000394945	0.000394867	0.911927	318.609	0	0	0.000394945	0.000394867	0.110387	3.20983	0.00118483	0.0035538	0	0	0.056872	0.97204	0.140798	3.463	0.000394945	0.000394867	0.414297	44.4107	0.71169	181.032	0.0116509	0.0225787	0	0	0.157385	6.43728	0.151856	8.80859	0.00197472	0.00987167	0.00473934	0.0568608	0	0	0.231833	26.9701	0	0	0	0	0.0675355	0.704514	0.000394945	0.000394867	42.6767	142.206	0.00157978	0.00394773	0.190758	17.6027	0.46327	75.7129	0.731438	201.503	0.0195498	0.153084	2.26639	1737.21	0.428712	63.4725	19.7028	252.505	0.000789889	0.00157947	0.0353476	0.466261	0.195498	0.756553	0.470379	66.5874
