""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID"	"koID"
"g011456"	"g011456"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01132"	"GCF_002218655:NZ_LYQU01000023.1:2382-337"	"hypothetical protein"	""	NA	"g008356"	""
"g011457"	"g011457"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01133"	"GCF_002218655:NZ_LYQU01000023.1:3740-2463"	"Ascorbate-specific PTS system EIIC component"	""	NA	"g008357"	"K03475"
"g011458"	"g011458"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01135"	"GCF_002218655:NZ_LYQU01000023.1:4520-4074"	"Ascorbate-specific PTS system EIIA component"	""	NA	"g008358"	"K02821"
"g011459"	"g011459"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01136"	"GCF_002218655:NZ_LYQU01000023.1:4713-5324"	"Arabinose 5-phosphate isomerase KdsD"	"5.3.1.13"	NA	"g008359"	"K06041"
"g011460"	"g011460"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01147"	"GCF_002218655:NZ_LYQU01000024.1:5460-4960"	"hypothetical protein"	""	NA	"g008360"	""
"g011461"	"g011461"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01243"	"GCF_002218655:NZ_LYQU01000026.1:14119-13952"	"hypothetical protein"	""	NA	"g008361"	""
"g011462"	"g011462"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01250"	"GCF_002218655:NZ_LYQU01000026.1:19921-21399"	"putative type I restriction enzymeP M protein"	"2.1.1.72"	NA	"g008362"	"K03427"
"g011463"	"g011463"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01251"	"GCF_002218655:NZ_LYQU01000026.1:21399-22865"	"hypothetical protein"	""	NA	"g008363"	""
"g011464"	"g011464"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01253"	"GCF_002218655:NZ_LYQU01000026.1:23475-23879"	"hypothetical protein"	""	NA	"g008364"	""
"g011465"	"g011465"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01329"	"GCF_002218655:NZ_LYQU01000027.1:70559-70044"	"dTDP-4-dehydrorhamnose reductase"	"1.1.1.133"	NA	"g008365"	""
"g011466"	"g011466"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01333"	"GCF_002218655:NZ_LYQU01000027.1:72385-72726"	"hypothetical protein"	""	NA	"g008366"	""
"g011467"	"g011467"	"1"	1	1	1	1	"GCF_002218655:NILPINAB_01334"	"GCF_002218655:NZ_LYQU01000028.1:1475-177"	"ISLre2 family transposase ISLcr1"	""	NA	"g008367"	""
"g011468"	"g011468"	"1"	1	1	1	1	"GCF_002218655:NILPINAB_01342"	"GCF_002218655:NZ_LYQU01000030.1:3128-4198"	"hypothetical protein"	""	NA	"g008368"	""
"g011469"	"g011469"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01344"	"GCF_002218655:NZ_LYQU01000030.1:6428-5238"	"hypothetical protein"	""	NA	"g008369"	""
"g011470"	"g011470"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01352"	"GCF_002218655:NZ_LYQU01000031.1:3764-2232"	"hypothetical protein"	""	NA	"g008370"	""
"g011471"	"g011471"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01406"	"GCF_002218655:NZ_LYQU01000031.1:63142-64386"	"putative ATP-dependent RNA helicase YfmL"	"3.6.4.13"	NA	"g008371"	""
"g011472"	"g011472"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01417"	"GCF_002218655:NZ_LYQU01000031.1:73741-74907"	"Hydroxymethylglutaryl-CoA synthase"	"2.3.3.10"	NA	"g008372"	""
"g011473"	"g011473"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01451"	"GCF_002218655:NZ_LYQU01000032.1:3811-3377"	"SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD"	"2.3.1.-"	NA	"g008373"	"K00662"
"g011474"	"g011474"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01452"	"GCF_002218655:NZ_LYQU01000032.1:4006-3827"	"hypothetical protein"	""	NA	"g008374"	""
"g011475"	"g011475"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01453"	"GCF_002218655:NZ_LYQU01000032.1:4181-3975"	"hypothetical protein"	""	NA	"g008375"	""
"g011476"	"g011476"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01454"	"GCF_002218655:NZ_LYQU01000032.1:5448-4408"	"putative transporter"	""	NA	"g008376"	""
"g011477"	"g011477"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01492"	"GCF_002218655:NZ_LYQU01000033.1:2613-4736"	"ATP-dependent Clp protease ATP-binding subunit ClpE"	""	NA	"g008377"	"K03697"
"g011478"	"g011478"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01510"	"GCF_002218655:NZ_LYQU01000034.1:22436-22080"	"hypothetical protein"	""	NA	"g008378"	""
"g011479"	"g011479"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01511"	"GCF_002218655:NZ_LYQU01000034.1:22933-23139"	"hypothetical protein"	""	NA	"g008379"	""
"g011480"	"g011480"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01512"	"GCF_002218655:NZ_LYQU01000034.1:23937-23275"	"hypothetical protein"	""	NA	"g008380"	""
"g011481"	"g011481"	"1"	0	0	0.111111111111111	0.142857142857143	"GCF_002218655:NILPINAB_01518"	"GCF_002218655:NZ_LYQU01000034.1:29139-27217"	"hypothetical protein"	""	NA	"g008381"	""
"g011482"	"g011482"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01522"	"GCF_002218655:NZ_LYQU01000034.1:32800-32402"	"hypothetical protein"	""	NA	"g008382"	""
"g011483"	"g011483"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01531"	"GCF_002218655:NZ_LYQU01000034.1:40679-40233"	"hypothetical protein"	""	NA	"g008383"	""
"g011484"	"g011484"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01553"	"GCF_002218655:NZ_LYQU01000035.1:21642-22640"	"Peptide chain release factor 2"	""	NA	"g008386"	"K02836"
"g011485"	"g011485"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01624"	"GCF_002218655:NZ_LYQU01000035.1:88851-89744"	"hypothetical protein"	""	NA	"g008387"	""
"g011486"	"g011486"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01656"	"GCF_002218655:NZ_LYQU01000035.1:117479-118483"	"hypothetical protein"	""	NA	"g008384"	""
"g011487"	"g011487"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01658"	"GCF_002218655:NZ_LYQU01000035.1:119952-120059"	"hypothetical protein"	""	NA	"g008385"	""
"g011488"	"g011488"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01683"	"GCF_002218655:NZ_LYQU01000036.1:9818-10927"	"hypothetical protein"	""	NA	"g008388"	""
"g011489"	"g011489"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01737"	"GCF_002218655:NZ_LYQU01000039.1:1180-2073"	"Inner membrane transporter YcaM"	""	NA	"g008389"	""
"g011490"	"g011490"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01738"	"GCF_002218655:NZ_LYQU01000039.1:2114-3289"	"IS256 family transposase IS1310"	""	NA	"g008390"	""
"g011491"	"g011491"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01757"	"GCF_002218655:NZ_LYQU01000042.1:2491-2243"	"ISL3 family transposase ISLdl1"	""	NA	"g008391"	""
"g011492"	"g011492"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01770"	"GCF_002218655:NZ_LYQU01000045.1:259-450"	"hypothetical protein"	""	NA	"g008392"	""
"g011493"	"g011493"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01771"	"GCF_002218655:NZ_LYQU01000045.1:478-891"	"IS110 family transposase ISSep2"	""	NA	"g008394"	""
"g011494"	"g011494"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01774"	"GCF_002218655:NZ_LYQU01000045.1:3779-3573"	"IS256 family transposase IS1201"	""	NA	"g008393"	""
"g011495"	"g011495"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01831"	"GCF_002218655:NZ_LYQU01000047.1:55214-54531"	"hypothetical protein"	""	NA	"g008395"	""
"g011496"	"g011496"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01868"	"GCF_002218655:NZ_LYQU01000049.1:1038-2210"	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"	"2.1.1.163"	NA	"g008396"	""
"g011497"	"g011497"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01870"	"GCF_002218655:NZ_LYQU01000049.1:3338-4222"	"Glucose-1-phosphate thymidylyltransferase"	"2.7.7.24"	NA	"g008397"	"K00973"
"g011498"	"g011498"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01874"	"GCF_002218655:NZ_LYQU01000049.1:7510-10881"	"hypothetical protein"	""	NA	"g008398"	""
"g011499"	"g011499"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01889"	"GCF_002218655:NZ_LYQU01000052.1:14485-13268"	"hypothetical protein"	""	NA	"g008399"	""
"g011500"	"g011500"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01933"	"GCF_002218655:NZ_LYQU01000058.1:758-453"	"IS30 family transposase ISLjo1"	""	NA	"g008400"	""
"g011501"	"g011501"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01937"	"GCF_002218655:NZ_LYQU01000059.1:4220-3963"	"hypothetical protein"	""	NA	"g008401"	""
"g011502"	"g011502"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_01970"	"GCF_002218655:NZ_LYQU01000060.1:201-16"	"hypothetical protein"	""	NA	"g008402"	""
"g011503"	"g011503"	"0.475"	0	0	0.222222222222222	0	"GCF_002218655:NILPINAB_02008"	"GCF_002218655:NZ_LYQU01000062.1:31634-31332"	"hypothetical protein"	""	NA	"g008403"	""
"g011504"	"g011504"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02013"	"GCF_002218655:NZ_LYQU01000062.1:34391-34242"	"hypothetical protein"	""	NA	"g008404"	""
"g011505"	"g011505"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02017"	"GCF_002218655:NZ_LYQU01000062.1:38753-38313"	"hypothetical protein"	""	NA	"g008405"	""
"g011506"	"g011506"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02024"	"GCF_002218655:NZ_LYQU01000062.1:48381-47983"	"hypothetical protein"	""	NA	"g008406"	""
"g011507"	"g011507"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02029"	"GCF_002218655:NZ_LYQU01000062.1:51265-50648"	"hypothetical protein"	""	NA	"g008407"	""
"g011508"	"g011508"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02030"	"GCF_002218655:NZ_LYQU01000062.1:51591-51367"	"hypothetical protein"	""	NA	"g008408"	""
"g011509"	"g011509"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02032"	"GCF_002218655:NZ_LYQU01000062.1:54368-52758"	"hypothetical protein"	""	NA	"g008409"	""
"g011510"	"g011510"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02037"	"GCF_002218655:NZ_LYQU01000062.1:57284-56670"	"hypothetical protein"	""	NA	"g008410"	""
"g011511"	"g011511"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02042"	"GCF_002218655:NZ_LYQU01000062.1:60095-59523"	"hypothetical protein"	""	NA	"g008411"	""
"g011512"	"g011512"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02043"	"GCF_002218655:NZ_LYQU01000062.1:60403-60095"	"hypothetical protein"	""	NA	"g008412"	""
"g011513"	"g011513"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02046"	"GCF_002218655:NZ_LYQU01000062.1:63006-62089"	"hypothetical protein"	""	NA	"g008413"	""
"g011514"	"g011514"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02055"	"GCF_002218655:NZ_LYQU01000062.1:65663-65983"	"hypothetical protein"	""	NA	"g008414"	""
"g011515"	"g011515"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02056"	"GCF_002218655:NZ_LYQU01000062.1:66050-66775"	"hypothetical protein"	""	NA	"g008415"	""
"g011516"	"g011516"	"1"	0	0	0	0	"GCF_002218655:NILPINAB_02060"	"GCF_002218655:NZ_LYQU01000062.1:69062-70174"	"Tyrosine recombinase XerC"	""	NA	"g008416"	""
"g011517"	"g011517"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00008"	"GCF_002218685:NZ_LYQY01000001.1:7537-7028"	"Methylated-DNA--protein-cysteine methyltransferase"	"2.1.1.63"	NA	"g008419"	"K00567"
"g011518"	"g011518"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00016"	"GCF_002218685:NZ_LYQY01000001.1:15259-14432"	"5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI"	"3.1.3.104"	NA	"g008417"	"K20861"
"g011519"	"g011519"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00037"	"GCF_002218685:NZ_LYQY01000001.1:37176-37250"	"tRNA-Gly(gcc)"	""	NA	"g008418"	NA
"g011520"	"g011520"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00184"	"GCF_002218685:NZ_LYQY01000002.1:2638-3363"	"hypothetical protein"	""	NA	"g008420"	""
"g011521"	"g011521"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00208"	"GCF_002218685:NZ_LYQY01000002.1:32287-31562"	"Uridylate kinase"	"2.7.4.22"	NA	"g008421"	"K09903"
"g011522"	"g011522"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00366"	"GCF_002218685:NZ_LYQY01000003.1:45443-46087"	"cAMP-activated global transcriptional regulator CRP"	""	NA	"g008422"	"K10914"
"g011523"	"g011523"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00367"	"GCF_002218685:NZ_LYQY01000003.1:48019-46079"	"Copper-exporting P-type ATPase"	"7.2.2.8"	NA	"g008423"	"K17686"
"g011524"	"g011524"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00417"	"GCF_002218685:NZ_LYQY01000004.1:30956-32683"	"hypothetical protein"	""	NA	"g008424"	""
"g011525"	"g011525"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00428"	"GCF_002218685:NZ_LYQY01000005.1:330-178"	"hypothetical protein"	""	NA	"g008425"	""
"g011526"	"g011526"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00517"	"GCF_002218685:NZ_LYQY01000006.1:24556-25611"	"Central glycolytic genes regulator"	""	NA	"g008426"	"K05311"
"g011527"	"g011527"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00542"	"GCF_002218685:NZ_LYQY01000006.1:48530-50005"	"Aryl-phospho-beta-D-glucosidase BglH"	"3.2.1.86"	NA	"g008427"	"K01223"
"g011528"	"g011528"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00574"	"GCF_002218685:NZ_LYQY01000007.1:994-1170"	"hypothetical protein"	""	NA	"g008428"	""
"g011529"	"g011529"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00637"	"GCF_002218685:NZ_LYQY01000008.1:41554-40859"	"hypothetical protein"	""	NA	"g008429"	""
"g011530"	"g011530"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00653"	"GCF_002218685:NZ_LYQY01000012.1:5179-4742"	"hypothetical protein"	""	NA	"g008440"	""
"g011531"	"g011531"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00656"	"GCF_002218685:NZ_LYQY01000012.1:6002-6331"	"hypothetical protein"	""	NA	"g008441"	""
"g011532"	"g011532"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00658"	"GCF_002218685:NZ_LYQY01000012.1:6573-6785"	"HTH-type transcriptional activator BcrR"	""	NA	"g008442"	""
"g011533"	"g011533"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00660"	"GCF_002218685:NZ_LYQY01000012.1:7038-7367"	"hypothetical protein"	""	NA	"g008443"	""
"g011534"	"g011534"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00663"	"GCF_002218685:NZ_LYQY01000012.1:9181-9987"	"hypothetical protein"	""	NA	"g008446"	""
"g011535"	"g011535"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00667"	"GCF_002218685:NZ_LYQY01000012.1:11374-11529"	"hypothetical protein"	""	NA	"g008430"	""
"g011536"	"g011536"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00669"	"GCF_002218685:NZ_LYQY01000012.1:12140-12661"	"hypothetical protein"	""	NA	"g008431"	""
"g011537"	"g011537"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00674"	"GCF_002218685:NZ_LYQY01000012.1:14664-16010"	"hypothetical protein"	""	NA	"g008432"	""
"g011538"	"g011538"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00676"	"GCF_002218685:NZ_LYQY01000012.1:17574-18785"	"hypothetical protein"	""	NA	"g008433"	""
"g011539"	"g011539"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00682"	"GCF_002218685:NZ_LYQY01000012.1:21629-22024"	"hypothetical protein"	""	NA	"g008434"	""
"g011540"	"g011540"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00684"	"GCF_002218685:NZ_LYQY01000012.1:22407-23156"	"hypothetical protein"	""	NA	"g008435"	""
"g011541"	"g011541"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00685"	"GCF_002218685:NZ_LYQY01000012.1:23213-23644"	"hypothetical protein"	""	NA	"g008436"	""
"g011542"	"g011542"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00688"	"GCF_002218685:NZ_LYQY01000012.1:29071-29934"	"hypothetical protein"	""	NA	"g008437"	""
"g011543"	"g011543"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00692"	"GCF_002218685:NZ_LYQY01000012.1:34737-35144"	"hypothetical protein"	""	NA	"g008438"	""
"g011544"	"g011544"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00698"	"GCF_002218685:NZ_LYQY01000012.1:37354-38244"	"hypothetical protein"	""	NA	"g008439"	""
"g011545"	"g011545"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00736"	"GCF_002218685:NZ_LYQY01000012.1:78031-78618"	"hypothetical protein"	""	NA	"g008444"	""
"g011546"	"g011546"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00737"	"GCF_002218685:NZ_LYQY01000012.1:78611-79993"	"hypothetical protein"	""	NA	"g008445"	""
"g011547"	"g011547"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00777"	"GCF_002218685:NZ_LYQY01000013.1:155-1030"	"hypothetical protein"	""	NA	"g008447"	""
"g011548"	"g011548"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00803"	"GCF_002218685:NZ_LYQY01000015.1:259-666"	"hypothetical protein"	""	NA	"g008449"	""
"g011549"	"g011549"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00805"	"GCF_002218685:NZ_LYQY01000015.1:1446-2069"	"hypothetical protein"	""	NA	"g008448"	""
"g011550"	"g011550"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00809"	"GCF_002218685:NZ_LYQY01000015.1:3539-3835"	"hypothetical protein"	""	NA	"g008450"	""
"g011551"	"g011551"	"0.0884615384615385"	0	0	0.444444444444444	0	"GCF_002218685:KOJCMLOO_00813"	"GCF_002218685:NZ_LYQY01000015.1:6630-7562"	"IS256 family transposase IS1201"	""	NA	"g008451"	""
"g011552"	"g011552"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00814"	"GCF_002218685:NZ_LYQY01000016.1:22-363"	"hypothetical protein"	""	NA	"g008452"	""
"g011553"	"g011553"	"0.00323426573426573"	1	0	0.777777777777778	0	"GCF_002218685:KOJCMLOO_00817"	"GCF_002218685:NZ_LYQY01000017.1:1584-1237"	"hypothetical protein"	""	NA	"g008453"	""
"g011554"	"g011554"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00824"	"GCF_002218685:NZ_LYQY01000017.1:4757-5347"	"hypothetical protein"	""	NA	"g008456"	""
"g011555"	"g011555"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00825"	"GCF_002218685:NZ_LYQY01000017.1:5498-6709"	"Tyrosine recombinase XerC"	""	NA	"g008457"	""
"g011556"	"g011556"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00859"	"GCF_002218685:NZ_LYQY01000017.1:35608-35519"	"hypothetical protein"	""	NA	"g008454"	""
"g011557"	"g011557"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00865"	"GCF_002218685:NZ_LYQY01000017.1:40660-41364"	"Ribosomal large subunit pseudouridine synthase B"	"5.4.99.22"	NA	"g008455"	"K06178"
"g011558"	"g011558"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00931"	"GCF_002218685:NZ_LYQY01000019.1:3330-2872"	"hypothetical protein"	""	NA	"g008459"	""
"g011559"	"g011559"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_00958"	"GCF_002218685:NZ_LYQY01000019.1:31791-33305"	"D-alanine--D-alanyl carrier protein ligase"	"6.2.1.54"	NA	"g008458"	""
"g011560"	"g011560"	"0.0113636363636364"	0	0	0.666666666666667	0	"GCF_002218685:KOJCMLOO_01019"	"GCF_002218685:NZ_LYQY01000020.1:24448-24738"	"1-deoxy-D-xylulose-5-phosphate synthase"	"2.2.1.7"	NA	"g008460"	"K01662"
"g011561"	"g011561"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01029"	"GCF_002218685:NZ_LYQY01000021.1:5212-4145"	"IS256 family transposase IS1201"	""	NA	"g008461"	""
"g011562"	"g011562"	"1"	1	1	1	1	"GCF_002218685:KOJCMLOO_01046"	"GCF_002218685:NZ_LYQY01000022.1:22779-20965"	"hypothetical protein"	""	NA	"g008462"	""
"g011563"	"g011563"	"1"	1	1	1	1	"GCF_002218685:KOJCMLOO_01048"	"GCF_002218685:NZ_LYQY01000022.1:24608-24012"	"hypothetical protein"	""	NA	"g008463"	""
"g011564"	"g011564"	"1"	1	1	0.777777777777778	0.714285714285714	"GCF_002218685:KOJCMLOO_01049"	"GCF_002218685:NZ_LYQY01000022.1:24850-24692"	"hypothetical protein"	""	NA	"g008464"	""
"g011565"	"g011565"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01058"	"GCF_002218685:NZ_LYQY01000023.1:70-1215"	"IS200/IS605 family transposase ISLjo5"	""	NA	"g008465"	""
"g011566"	"g011566"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01066"	"GCF_002218685:NZ_LYQY01000023.1:8781-7078"	"hypothetical protein"	""	NA	"g008466"	""
"g011567"	"g011567"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01121"	"GCF_002218685:NZ_LYQY01000024.1:34225-35112"	"hypothetical protein"	""	NA	"g008467"	""
"g011568"	"g011568"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01203"	"GCF_002218685:NZ_LYQY01000025.1:7560-9863"	"hypothetical protein"	""	NA	"g008468"	""
"g011569"	"g011569"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01222"	"GCF_002218685:NZ_LYQY01000028.1:241-2877"	"hypothetical protein"	""	NA	"g008469"	""
"g011570"	"g011570"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01268"	"GCF_002218685:NZ_LYQY01000030.1:331-2307"	"hypothetical protein"	""	NA	"g008470"	""
"g011571"	"g011571"	"0.596153846153846"	0	0	0.222222222222222	0.428571428571429	"GCF_002218685:KOJCMLOO_01292"	"GCF_002218685:NZ_LYQY01000031.1:13156-14760"	"Vitamin B12 import ATP-binding protein BtuD"	"7.6.2.8"	NA	"g008471"	""
"g011572"	"g011572"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01335"	"GCF_002218685:NZ_LYQY01000032.1:8132-7722"	"hypothetical protein"	""	NA	"g008472"	""
"g011573"	"g011573"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01336"	"GCF_002218685:NZ_LYQY01000033.1:370-116"	"hypothetical protein"	""	NA	"g008475"	""
"g011574"	"g011574"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01340"	"GCF_002218685:NZ_LYQY01000033.1:3433-2981"	"Mannitol-specific phosphotransferase enzyme IIA component"	""	NA	"g008474"	"K02798"
"g011575"	"g011575"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01352"	"GCF_002218685:NZ_LYQY01000033.1:21114-20932"	"hypothetical protein"	""	NA	"g008473"	""
"g011576"	"g011576"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01365"	"GCF_002218685:NZ_LYQY01000035.1:1551-892"	"hypothetical protein"	""	NA	"g008476"	""
"g011577"	"g011577"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01387"	"GCF_002218685:NZ_LYQY01000035.1:21621-21277"	"hypothetical protein"	""	NA	"g008477"	""
"g011578"	"g011578"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01388"	"GCF_002218685:NZ_LYQY01000036.1:83-418"	"hypothetical protein"	""	NA	"g008479"	""
"g011579"	"g011579"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01390"	"GCF_002218685:NZ_LYQY01000036.1:1602-2828"	"hypothetical protein"	""	NA	"g008478"	""
"g011580"	"g011580"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01458"	"GCF_002218685:NZ_LYQY01000039.1:22409-23224"	"hypothetical protein"	""	NA	"g008480"	""
"g011581"	"g011581"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01483"	"GCF_002218685:NZ_LYQY01000040.1:8743-7646"	"hypothetical protein"	""	NA	"g008481"	""
"g011582"	"g011582"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01500"	"GCF_002218685:NZ_LYQY01000041.1:15312-16106"	"putative transporter"	""	NA	"g008482"	""
"g011583"	"g011583"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01508"	"GCF_002218685:NZ_LYQY01000042.1:782-312"	"hypothetical protein"	""	NA	"g008483"	""
"g011584"	"g011584"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01670"	"GCF_002218685:NZ_LYQY01000049.1:5218-4925"	"hypothetical protein"	""	NA	"g008484"	""
"g011585"	"g011585"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01704"	"GCF_002218685:NZ_LYQY01000053.1:12273-10831"	"Trehalose-6-phosphate hydrolase"	"3.2.1.93"	NA	"g008485"	"K01226"
"g011586"	"g011586"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01724"	"GCF_002218685:NZ_LYQY01000054.1:8063-7770"	"hypothetical protein"	""	NA	"g008486"	""
"g011587"	"g011587"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01735"	"GCF_002218685:NZ_LYQY01000056.1:159-794"	"ISL3 family transposase ISLjo2"	""	NA	"g008489"	""
"g011588"	"g011588"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01851"	"GCF_002218685:NZ_LYQY01000056.1:119957-120172"	"Multidrug resistance protein MdtG"	""	NA	"g008487"	""
"g011589"	"g011589"	"1"	0	0	0	0	"GCF_002218685:KOJCMLOO_01856"	"GCF_002218685:NZ_LYQY01000056.1:125716-124880"	"putative oxidoreductase/MSMEI_2347"	"1.-.-.-"	NA	"g008488"	"K06221"
