Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g007082	GCF_001567095:NZ_LSVK01000004.1:1155144-1154728	GCF_001567095:HNILBHAK_01517	hypothetical protein		
g007083	GCF_001567095:NZ_LSVK01000004.1:1155942-1155403	GCF_001567095:HNILBHAK_01518	hypothetical protein		
g007084	GCF_001567095:NZ_LSVK01000004.1:1156371-1156135	GCF_001567095:HNILBHAK_01519	hypothetical protein		
g007085	GCF_001567095:NZ_LSVK01000004.1:1156564-1156454	GCF_001567095:HNILBHAK_01520	hypothetical protein		
g007086	GCF_001567095:NZ_LSVK01000004.1:1158551-1157124	GCF_001567095:HNILBHAK_01522	hypothetical protein		
g007087	GCF_001567095:NZ_LSVK01000004.1:1163257-1162502	GCF_001567095:HNILBHAK_01525	hypothetical protein		
g007088	GCF_001567095:NZ_LSVK01000004.1:1164019-1163294	GCF_001567095:HNILBHAK_01526	hypothetical protein		
g007089	GCF_001567095:NZ_LSVK01000004.1:1164639-1164310	GCF_001567095:HNILBHAK_01527	hypothetical protein		
g007090	GCF_001567095:NZ_LSVK01000004.1:1166672-1165029	GCF_001567095:HNILBHAK_01528	Phosphoribosylamine--glycine ligase	6.3.4.13	
g007091	GCF_001567095:NZ_LSVK01000004.1:1169533-1170555	GCF_001567095:HNILBHAK_01533	hypothetical protein		
g007092	GCF_001567095:NZ_LSVK01000004.1:1172231-1172884	GCF_001567095:HNILBHAK_01536	Multidrug export protein MepA		
g007093	GCF_001567095:NZ_LSVK01000004.1:1173136-1173720	GCF_001567095:HNILBHAK_01537	IS110 family transposase ISSsu7		
g007094	GCF_001567095:NZ_LSVK01000004.1:1174639-1175214	GCF_001567095:HNILBHAK_01539	Multidrug export protein MepA		
g007095	GCF_001567095:NZ_LSVK01000004.1:1176584-1175271	GCF_001567095:HNILBHAK_01540	UDP-N-acetylmuramate--L-alanine ligase	6.3.2.8	
g007096	GCF_001567095:NZ_LSVK01000004.1:1178438-1178328	GCF_001567095:HNILBHAK_01543	hypothetical protein		
g007097	GCF_001567095:NZ_LSVK01000004.1:119806-118607	GCF_001567095:HNILBHAK_00517	Staphyloferrin B transporter		
g007098	GCF_001567095:NZ_LSVK01000004.1:1198812-1199921	GCF_001567095:HNILBHAK_01562	hypothetical protein		
g007099	GCF_001567095:NZ_LSVK01000004.1:1206741-1206103	GCF_001567095:HNILBHAK_01570	hypothetical protein		
g007100	GCF_001567095:NZ_LSVK01000004.1:1209175-1207724	GCF_001567095:HNILBHAK_01572	hypothetical protein		
g007101	GCF_001567095:NZ_LSVK01000004.1:1209423-1209178	GCF_001567095:HNILBHAK_01573	hypothetical protein		
g007102	GCF_001567095:NZ_LSVK01000004.1:1209873-1209604	GCF_001567095:HNILBHAK_01574	hypothetical protein		
g007103	GCF_001567095:NZ_LSVK01000004.1:1210394-1209876	GCF_001567095:HNILBHAK_01575	hypothetical protein		
g007104	GCF_001567095:NZ_LSVK01000004.1:15778-15158	GCF_001567095:HNILBHAK_00413	hypothetical protein		
g007105	GCF_001567095:NZ_LSVK01000004.1:16562-15825	GCF_001567095:HNILBHAK_00414	putative HTH-type transcriptional regulator YurK		
g007106	GCF_001567095:NZ_LSVK01000004.1:170768-170601	GCF_001567095:HNILBHAK_00564	hypothetical protein		
g007107	GCF_001567095:NZ_LSVK01000004.1:17271-16555	GCF_001567095:HNILBHAK_00415	hypothetical protein		
g007108	GCF_001567095:NZ_LSVK01000004.1:17441-17905	GCF_001567095:HNILBHAK_00416	PTS system fructose-specific EIIB component	2.7.1.202	
g007109	GCF_001567095:NZ_LSVK01000004.1:17919-18749	GCF_001567095:HNILBHAK_00417	N-acetylgalactosamine permease IIC component 1		
g007110	GCF_001567095:NZ_LSVK01000004.1:185188-186399	GCF_001567095:HNILBHAK_00578	3-hydroxy-3-methylglutaryl-coenzyme A reductase	1.1.1.88	
g007111	GCF_001567095:NZ_LSVK01000004.1:18730-19554	GCF_001567095:HNILBHAK_00418	PTS system mannose-specific EIID component		
g007112	GCF_001567095:NZ_LSVK01000004.1:19561-20631	GCF_001567095:HNILBHAK_00419	hypothetical protein		
g007113	GCF_001567095:NZ_LSVK01000004.1:20658-21650	GCF_001567095:HNILBHAK_00420	Fructosamine deglycase FrlB	3.5.-.-	
g007114	GCF_001567095:NZ_LSVK01000004.1:21665-22075	GCF_001567095:HNILBHAK_00421	PTS system mannose-specific EIIAB component	2.7.1.191	
g007115	GCF_001567095:NZ_LSVK01000004.1:28645-28088	GCF_001567095:HNILBHAK_00428	hypothetical protein		
g007116	GCF_001567095:NZ_LSVK01000004.1:320193-320633	GCF_001567095:HNILBHAK_00715	ATP synthase epsilon chain		
g007117	GCF_001567095:NZ_LSVK01000004.1:334451-336049	GCF_001567095:HNILBHAK_00732	hypothetical protein		
g007118	GCF_001567095:NZ_LSVK01000004.1:338072-340966	GCF_001567095:HNILBHAK_00735	Chromosome partition protein Smc		
g007119	GCF_001567095:NZ_LSVK01000004.1:341355-341537	GCF_001567095:HNILBHAK_00736	hypothetical protein		
g007120	GCF_001567095:NZ_LSVK01000004.1:341588-342097	GCF_001567095:HNILBHAK_00737	hypothetical protein		
g007121	GCF_001567095:NZ_LSVK01000004.1:342943-343593	GCF_001567095:HNILBHAK_00740	hypothetical protein		
g007122	GCF_001567095:NZ_LSVK01000004.1:343538-343966	GCF_001567095:HNILBHAK_00741	hypothetical protein		
g007123	GCF_001567095:NZ_LSVK01000004.1:345029-345280	GCF_001567095:HNILBHAK_00743	hypothetical protein		
g007124	GCF_001567095:NZ_LSVK01000004.1:352915-353259	GCF_001567095:HNILBHAK_00752	hypothetical protein		
g007125	GCF_001567095:NZ_LSVK01000004.1:354056-353289	GCF_001567095:HNILBHAK_00753	HTH-type transcriptional regulator GlvR		
g007126	GCF_001567095:NZ_LSVK01000004.1:354236-355519	GCF_001567095:HNILBHAK_00754	Lichenan permease IIC component		
g007127	GCF_001567095:NZ_LSVK01000004.1:355516-356346	GCF_001567095:HNILBHAK_00755	hypothetical protein		
g007128	GCF_001567095:NZ_LSVK01000004.1:357175-356408	GCF_001567095:HNILBHAK_00756	hypothetical protein		
g007129	GCF_001567095:NZ_LSVK01000004.1:357321-359261	GCF_001567095:HNILBHAK_00757	hypothetical protein		
g007130	GCF_001567095:NZ_LSVK01000004.1:359266-362241	GCF_001567095:HNILBHAK_00758	hypothetical protein		
g007131	GCF_001567095:NZ_LSVK01000004.1:363476-363754	GCF_001567095:HNILBHAK_00761	hypothetical protein		
g007132	GCF_001567095:NZ_LSVK01000004.1:364602-365288	GCF_001567095:HNILBHAK_00764	hypothetical protein		
g007133	GCF_001567095:NZ_LSVK01000004.1:365667-368306	GCF_001567095:HNILBHAK_00765	Valine--tRNA ligase	6.1.1.9	
g007134	GCF_001567095:NZ_LSVK01000004.1:42177-41977	GCF_001567095:HNILBHAK_00442	hypothetical protein		
g007135	GCF_001567095:NZ_LSVK01000004.1:423193-423783	GCF_001567095:HNILBHAK_00822	Inner membrane transporter YjeM		
g007136	GCF_001567095:NZ_LSVK01000004.1:43607-44221	GCF_001567095:HNILBHAK_00445	Lichenan permease IIC component		
g007137	GCF_001567095:NZ_LSVK01000004.1:44764-45420	GCF_001567095:HNILBHAK_00447	hypothetical protein		
g007138	GCF_001567095:NZ_LSVK01000004.1:461246-461788	GCF_001567095:HNILBHAK_00861	hypothetical protein		
g007139	GCF_001567095:NZ_LSVK01000004.1:467413-467511	GCF_001567095:HNILBHAK_00867	hypothetical protein		
g007140	GCF_001567095:NZ_LSVK01000004.1:468373-477633	GCF_001567095:HNILBHAK_00869	hypothetical protein		
g007141	GCF_001567095:NZ_LSVK01000004.1:481669-482766	GCF_001567095:HNILBHAK_00875	hypothetical protein		
g007142	GCF_001567095:NZ_LSVK01000004.1:483133-483657	GCF_001567095:HNILBHAK_00876	hypothetical protein		
g007143	GCF_001567095:NZ_LSVK01000004.1:484439-484966	GCF_001567095:HNILBHAK_00877	hypothetical protein		
g007144	GCF_001567095:NZ_LSVK01000004.1:484966-485163	GCF_001567095:HNILBHAK_00878	hypothetical protein		
g007145	GCF_001567095:NZ_LSVK01000004.1:486898-485720	GCF_001567095:HNILBHAK_00880	Riboflavin biosynthesis protein RibBA		
g007146	GCF_001567095:NZ_LSVK01000004.1:492370-492125	GCF_001567095:HNILBHAK_00885	hypothetical protein		
g007147	GCF_001567095:NZ_LSVK01000004.1:601411-600518	GCF_001567095:HNILBHAK_00994	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD	2.3.1.-	
g007148	GCF_001567095:NZ_LSVK01000004.1:602033-601542	GCF_001567095:HNILBHAK_00995	hypothetical protein		
g007149	GCF_001567095:NZ_LSVK01000004.1:620852-621535	GCF_001567095:HNILBHAK_01016	putative oxidoreductase/MSMEI_2347	1.-.-.-	
g007150	GCF_001567095:NZ_LSVK01000004.1:624475-624732	GCF_001567095:HNILBHAK_01021	hypothetical protein		
g007151	GCF_001567095:NZ_LSVK01000004.1:661297-661506	GCF_001567095:HNILBHAK_01052	hypothetical protein		
g007152	GCF_001567095:NZ_LSVK01000004.1:663209-664684	GCF_001567095:HNILBHAK_01054	hypothetical protein		
g007153	GCF_001567095:NZ_LSVK01000004.1:664716-666974	GCF_001567095:HNILBHAK_01055	hypothetical protein		
g007154	GCF_001567095:NZ_LSVK01000004.1:666977-667303	GCF_001567095:HNILBHAK_01056	hypothetical protein		
g007155	GCF_001567095:NZ_LSVK01000004.1:674168-674407	GCF_001567095:HNILBHAK_01064	hypothetical protein		
g007156	GCF_001567095:NZ_LSVK01000004.1:674361-674624	GCF_001567095:HNILBHAK_01065	hypothetical protein		
g007157	GCF_001567095:NZ_LSVK01000004.1:674856-675623	GCF_001567095:HNILBHAK_01066	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	2.1.1.163	
g007158	GCF_001567095:NZ_LSVK01000004.1:676159-675665	GCF_001567095:HNILBHAK_01067	hypothetical protein		
g007159	GCF_001567095:NZ_LSVK01000004.1:677746-679413	GCF_001567095:HNILBHAK_01070	hypothetical protein		
g007160	GCF_001567095:NZ_LSVK01000004.1:679403-679789	GCF_001567095:HNILBHAK_01071	hypothetical protein		
g007161	GCF_001567095:NZ_LSVK01000004.1:679805-680656	GCF_001567095:HNILBHAK_01072	hypothetical protein		
g007162	GCF_001567095:NZ_LSVK01000004.1:680653-681492	GCF_001567095:HNILBHAK_01073	hypothetical protein		
g007163	GCF_001567095:NZ_LSVK01000004.1:681807-682901	GCF_001567095:HNILBHAK_01074	hypothetical protein		
g007164	GCF_001567095:NZ_LSVK01000004.1:683515-684693	GCF_001567095:HNILBHAK_01076	Phosphatidylserine decarboxylase proenzyme 2	4.1.1.65	
g007165	GCF_001567095:NZ_LSVK01000004.1:769130-770365	GCF_001567095:HNILBHAK_01149	IS110 family transposase ISLhe4		
g007166	GCF_001567095:NZ_LSVK01000004.1:779862-779257	GCF_001567095:HNILBHAK_01161	hypothetical protein		
g007167	GCF_001567095:NZ_LSVK01000004.1:781603-779873	GCF_001567095:HNILBHAK_01162	hypothetical protein		
g007168	GCF_001567095:NZ_LSVK01000004.1:784886-784623	GCF_001567095:HNILBHAK_01164	hypothetical protein		
g007169	GCF_001567095:NZ_LSVK01000004.1:785961-786431	GCF_001567095:HNILBHAK_01166	IS110 family transposase ISSsu7		
g007170	GCF_001567095:NZ_LSVK01000004.1:786566-787192	GCF_001567095:HNILBHAK_01167	IS110 family transposase ISLhe4		
g007171	GCF_001567095:NZ_LSVK01000004.1:787620-788072	GCF_001567095:HNILBHAK_01168	hypothetical protein		
g007172	GCF_001567095:NZ_LSVK01000004.1:788245-788144	GCF_001567095:HNILBHAK_01169	hypothetical protein		
g007173	GCF_001567095:NZ_LSVK01000004.1:806951-806418	GCF_001567095:HNILBHAK_01185	hypothetical protein		
g007174	GCF_001567095:NZ_LSVK01000004.1:815557-815396	GCF_001567095:HNILBHAK_01194	hypothetical protein		
g007175	GCF_001567095:NZ_LSVK01000004.1:818796-817405	GCF_001567095:HNILBHAK_01197	Ornithine carbamoyltransferase, catabolic	2.1.3.3	
g007176	GCF_001567095:NZ_LSVK01000004.1:819733-819191	GCF_001567095:HNILBHAK_01199	Arginine deiminase	3.5.3.6	
g007177	GCF_001567095:NZ_LSVK01000004.1:820037-819690	GCF_001567095:HNILBHAK_01200	Arginine deiminase	3.5.3.6	
g007178	GCF_001567095:NZ_LSVK01000004.1:831168-830485	GCF_001567095:HNILBHAK_01210	Sortase A	3.4.22.-	
g007179	GCF_001567095:NZ_LSVK01000004.1:859959-861134	GCF_001567095:HNILBHAK_01236	Cyclopropane-fatty-acyl-phospholipid synthase	2.1.1.79	
g007180	GCF_001567095:NZ_LSVK01000004.1:864732-861268	GCF_001567095:HNILBHAK_01237	hypothetical protein		
g007181	GCF_001567095:NZ_LSVK01000004.1:865361-864870	GCF_001567095:HNILBHAK_01238	IS982 family transposase ISLhe5		
g007182	GCF_001567095:NZ_LSVK01000004.1:898847-897936	GCF_001567095:HNILBHAK_01266	hypothetical protein		
g007183	GCF_001567095:NZ_LSVK01000004.1:924331-924089	GCF_001567095:HNILBHAK_01293	Exodeoxyribonuclease 7 small subunit	3.1.11.6	
g007184	GCF_001567095:NZ_LSVK01000004.1:944913-947294	GCF_001567095:HNILBHAK_01318	Xaa-Pro dipeptidyl-peptidase	3.4.14.11	
g007185	GCF_001567095:NZ_LSVK01000004.1:949865-948372	GCF_001567095:HNILBHAK_01320	hypothetical protein		
g007186	GCF_001567095:NZ_LSVK01000004.1:952050-952262	GCF_001567095:HNILBHAK_01324	hypothetical protein		
g007187	GCF_001567095:NZ_LSVK01000004.1:955502-952314	GCF_001567095:HNILBHAK_01325	Carbamoyl-phosphate synthase large chain	6.3.5.5	
g007188	GCF_001567095:NZ_LSVK01000004.1:975324-975148	GCF_001567095:HNILBHAK_01348	hypothetical protein		
g007189	GCF_001567095:NZ_LSVK01000004.1:990726-991577	GCF_001567095:HNILBHAK_01363	Arabinose operon regulatory protein		
g007190	GCF_001567095:NZ_LSVK01000004.1:992636-991641	GCF_001567095:HNILBHAK_01364	Aldose 1-epimerase	5.1.3.3	
g007191	GCF_001567095:NZ_LSVK01000004.1:994218-992755	GCF_001567095:HNILBHAK_01365	Galactose-1-phosphate uridylyltransferase	2.7.7.12	
g007192	GCF_001567095:NZ_LSVK01000004.1:995406-994240	GCF_001567095:HNILBHAK_01366	Galactokinase	2.7.1.6	
g007193	GCF_001567095:NZ_LSVK01000004.1:996170-995628	GCF_001567095:HNILBHAK_01367	Aryl-phospho-beta-D-glucosidase BglH	3.2.1.86	
g007194	GCF_001567095:NZ_LSVK01000004.1:997121-996171	GCF_001567095:HNILBHAK_01368	Aryl-phospho-beta-D-glucosidase BglH	3.2.1.86	
g007195	GCF_001567095:NZ_LSVK01000004.1:998583-997138	GCF_001567095:HNILBHAK_01369	Non-reducing end alpha-L-arabinofuranosidase BoGH43A	3.2.1.55	
g007196	GCF_001567095:NZ_LSVK01000004.1:99970-100791	GCF_001567095:HNILBHAK_00501	hypothetical protein		
g007197	GCF_001567095:NZ_LSVK01000007.1:101638-102078	GCF_001567095:HNILBHAK_01715	hypothetical protein		
g007198	GCF_001567095:NZ_LSVK01000007.1:102138-102977	GCF_001567095:HNILBHAK_01716	hypothetical protein		
g007199	GCF_001567095:NZ_LSVK01000007.1:103517-104119	GCF_001567095:HNILBHAK_01718	putative ABC transporter ATP-binding protein NosF		
g007200	GCF_001567095:NZ_LSVK01000007.1:104873-106072	GCF_001567095:HNILBHAK_01720	hypothetical protein		
g007201	GCF_001567095:NZ_LSVK01000007.1:128015-127146	GCF_001567095:HNILBHAK_01739	hypothetical protein		
g007202	GCF_001567095:NZ_LSVK01000007.1:158486-159859	GCF_001567095:HNILBHAK_01765	putative transport protein YifK		
g007203	GCF_001567095:NZ_LSVK01000007.1:160066-160797	GCF_001567095:HNILBHAK_01766	Putative glutamine amidotransferase	2.4.2.-	
g007204	GCF_001567095:NZ_LSVK01000007.1:160809-162200	GCF_001567095:HNILBHAK_01767	putative transporter		
g007205	GCF_001567095:NZ_LSVK01000007.1:163715-164773	GCF_001567095:HNILBHAK_01769	hypothetical protein		
g007206	GCF_001567095:NZ_LSVK01000007.1:166197-165205	GCF_001567095:HNILBHAK_01772	GMP reductase	1.7.1.7	
g007207	GCF_001567095:NZ_LSVK01000007.1:169119-169286	GCF_001567095:HNILBHAK_01775	hypothetical protein		
g007208	GCF_001567095:NZ_LSVK01000007.1:186435-185749	GCF_001567095:HNILBHAK_01798	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD	6.3.5.13	
g007209	GCF_001567095:NZ_LSVK01000007.1:188282-188893	GCF_001567095:HNILBHAK_01803	hypothetical protein		
g007210	GCF_001567095:NZ_LSVK01000007.1:196990-198711	GCF_001567095:HNILBHAK_01812	Intracellular maltogenic amylase	3.2.1.-	
g007211	GCF_001567095:NZ_LSVK01000007.1:206922-206656	GCF_001567095:HNILBHAK_01819	hypothetical protein		
g007212	GCF_001567095:NZ_LSVK01000007.1:252748-252933	GCF_001567095:HNILBHAK_01867	hypothetical protein		
g007213	GCF_001567095:NZ_LSVK01000007.1:254298-254720	GCF_001567095:HNILBHAK_01871	hypothetical protein		
g007214	GCF_001567095:NZ_LSVK01000007.1:269822-271987	GCF_001567095:HNILBHAK_01889	Lactococcin-G-processing and transport ATP-binding protein LagD	3.4.22.-	
g007215	GCF_001567095:NZ_LSVK01000007.1:275183-275479	GCF_001567095:HNILBHAK_01897	hypothetical protein		
g007216	GCF_001567095:NZ_LSVK01000007.1:291051-289543	GCF_001567095:HNILBHAK_01916	hypothetical protein		
g007217	GCF_001567095:NZ_LSVK01000007.1:301479-302264	GCF_001567095:HNILBHAK_01930	Tyrosine-protein kinase YwqD	2.7.10.2	
g007218	GCF_001567095:NZ_LSVK01000007.1:302264-303034	GCF_001567095:HNILBHAK_01931	Tyrosine-protein phosphatase YwqE	3.1.3.48	
g007219	GCF_001567095:NZ_LSVK01000007.1:303810-304259	GCF_001567095:HNILBHAK_01933	hypothetical protein		
g007220	GCF_001567095:NZ_LSVK01000007.1:304272-304769	GCF_001567095:HNILBHAK_01934	hypothetical protein		
g007221	GCF_001567095:NZ_LSVK01000007.1:304781-306748	GCF_001567095:HNILBHAK_01935	hypothetical protein		
g007222	GCF_001567095:NZ_LSVK01000007.1:306793-307857	GCF_001567095:HNILBHAK_01936	Putative glycosyltransferase EpsF	2.4.-.-	
g007223	GCF_001567095:NZ_LSVK01000007.1:307844-308869	GCF_001567095:HNILBHAK_01937	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	2.4.2.53	
g007224	GCF_001567095:NZ_LSVK01000007.1:308930-309454	GCF_001567095:HNILBHAK_01938	hypothetical protein		
g007225	GCF_001567095:NZ_LSVK01000007.1:309454-310191	GCF_001567095:HNILBHAK_01939	hypothetical protein		
g007226	GCF_001567095:NZ_LSVK01000007.1:310196-311326	GCF_001567095:HNILBHAK_01940	hypothetical protein		
g007227	GCF_001567095:NZ_LSVK01000007.1:311323-312774	GCF_001567095:HNILBHAK_01941	lipid II flippase MurJ		
g007228	GCF_001567095:NZ_LSVK01000007.1:312979-313215	GCF_001567095:HNILBHAK_01942	Bifunctional protein GlmU	2.7.7.23	
g007229	GCF_001567095:NZ_LSVK01000007.1:314086-313418	GCF_001567095:HNILBHAK_01943	IS66 family transposase ISCde1		
g007230	GCF_001567095:NZ_LSVK01000007.1:314750-314037	GCF_001567095:HNILBHAK_01944	IS66 family transposase ISCce5		
g007231	GCF_001567095:NZ_LSVK01000007.1:315973-317181	GCF_001567095:HNILBHAK_01947	hypothetical protein		
g007232	GCF_001567095:NZ_LSVK01000007.1:317178-317384	GCF_001567095:HNILBHAK_01948	hypothetical protein		
g007233	GCF_001567095:NZ_LSVK01000007.1:317607-318311	GCF_001567095:HNILBHAK_01949	hypothetical protein		
g007234	GCF_001567095:NZ_LSVK01000007.1:318467-319966	GCF_001567095:HNILBHAK_01950	hypothetical protein		
g007235	GCF_001567095:NZ_LSVK01000007.1:319998-320486	GCF_001567095:HNILBHAK_01951	hypothetical protein		
g007236	GCF_001567095:NZ_LSVK01000007.1:32042-28722	GCF_001567095:HNILBHAK_01638	hypothetical protein		
g007237	GCF_001567095:NZ_LSVK01000007.1:320576-321511	GCF_001567095:HNILBHAK_01952	hypothetical protein		
g007238	GCF_001567095:NZ_LSVK01000007.1:322947-324449	GCF_001567095:HNILBHAK_01954	DNA replication and repair protein RecF		
g007239	GCF_001567095:NZ_LSVK01000007.1:326194-327753	GCF_001567095:HNILBHAK_01956	hypothetical protein		
g007240	GCF_001567095:NZ_LSVK01000007.1:327891-328355	GCF_001567095:HNILBHAK_01957	hypothetical protein		
g007241	GCF_001567095:NZ_LSVK01000007.1:328560-331553	GCF_001567095:HNILBHAK_01958	hypothetical protein		
g007242	GCF_001567095:NZ_LSVK01000007.1:335658-336989	GCF_001567095:HNILBHAK_01961	hypothetical protein		
g007243	GCF_001567095:NZ_LSVK01000007.1:347316-347672	GCF_001567095:HNILBHAK_01973	hypothetical protein		
g007244	GCF_001567095:NZ_LSVK01000007.1:349308-348106	GCF_001567095:HNILBHAK_01974	hypothetical protein		
g007245	GCF_001567095:NZ_LSVK01000007.1:353898-354407	GCF_001567095:HNILBHAK_01980	hypothetical protein		
g007246	GCF_001567095:NZ_LSVK01000007.1:354436-355035	GCF_001567095:HNILBHAK_01981	hypothetical protein		
g007247	GCF_001567095:NZ_LSVK01000007.1:371656-371847	GCF_001567095:HNILBHAK_01995	hypothetical protein		
g007248	GCF_001567095:NZ_LSVK01000007.1:371890-372054	GCF_001567095:HNILBHAK_01996	hypothetical protein		
g007249	GCF_001567095:NZ_LSVK01000007.1:38696-39022	GCF_001567095:HNILBHAK_01648	hypothetical protein		
g007250	GCF_001567095:NZ_LSVK01000007.1:389299-390945	GCF_001567095:HNILBHAK_02014	Oligopeptide-binding protein OppA		
g007251	GCF_001567095:NZ_LSVK01000007.1:392779-393234	GCF_001567095:HNILBHAK_02016	hypothetical protein		
g007252	GCF_001567095:NZ_LSVK01000007.1:422107-421625	GCF_001567095:HNILBHAK_02044	IS110 family transposase ISLhe4		
g007253	GCF_001567095:NZ_LSVK01000007.1:429206-429463	GCF_001567095:HNILBHAK_02052	hypothetical protein		
g007254	GCF_001567095:NZ_LSVK01000007.1:430033-431898	GCF_001567095:HNILBHAK_02053	hypothetical protein		
g007255	GCF_001567095:NZ_LSVK01000007.1:431950-434049	GCF_001567095:HNILBHAK_02054	hypothetical protein		
g007256	GCF_001567095:NZ_LSVK01000007.1:52944-52627	GCF_001567095:HNILBHAK_01663	hypothetical protein		
g007257	GCF_001567095:NZ_LSVK01000007.1:53197-53631	GCF_001567095:HNILBHAK_01664	hypothetical protein		
g007258	GCF_001567095:NZ_LSVK01000007.1:64667-64807	GCF_001567095:HNILBHAK_01675	50S ribosomal protein L34		
g007259	GCF_001567095:NZ_LSVK01000007.1:89165-87225	GCF_001567095:HNILBHAK_01696	Copper-exporting P-type ATPase	7.2.2.8	
g007260	GCF_001567095:NZ_LSVK01000007.1:9477-8980	GCF_001567095:HNILBHAK_01617	hypothetical protein		
g007261	GCF_001567095:NZ_LSVK01000007.1:95995-95624	GCF_001567095:HNILBHAK_01706	HTH-type transcriptional regulator VirS		
g007262	GCF_001567095:NZ_LSVK01000007.1:96604-95999	GCF_001567095:HNILBHAK_01707	hypothetical protein		
g007263	GCF_001567095:NZ_LSVK01000007.1:97005-96646	GCF_001567095:HNILBHAK_01708	hypothetical protein		
g007264	GCF_001700475:NZ_MAKH01000001.1:11220-10849	GCF_001700475:BDOEKEJJ_00010	Lichenan permease IIC component		
g007265	GCF_001700475:NZ_MAKH01000001.1:29358-29032	GCF_001700475:BDOEKEJJ_00029	hypothetical protein		
g007266	GCF_001700475:NZ_MAKH01000001.1:29399-29770	GCF_001700475:BDOEKEJJ_00030	hypothetical protein		
g007267	GCF_001700475:NZ_MAKH01000001.1:39623-39255	GCF_001700475:BDOEKEJJ_00039	hypothetical protein		
g007268	GCF_001700475:NZ_MAKH01000001.1:7982-8941	GCF_001700475:BDOEKEJJ_00006	IS30 family transposase ISStin2		
g007269	GCF_001700475:NZ_MAKH01000002.1:1398-2174	GCF_001700475:BDOEKEJJ_00227	Tyrosine recombinase XerC		
g007270	GCF_001700475:NZ_MAKH01000002.1:21277-20621	GCF_001700475:BDOEKEJJ_00262	hypothetical protein		
g007271	GCF_001700475:NZ_MAKH01000002.1:53392-52337	GCF_001700475:BDOEKEJJ_00290	hypothetical protein		
g007272	GCF_001700475:NZ_MAKH01000002.1:57473-56829	GCF_001700475:BDOEKEJJ_00293	Redox-sensing transcriptional repressor Rex		
g007273	GCF_001700475:NZ_MAKH01000002.1:859-83	GCF_001700475:BDOEKEJJ_00225	hypothetical protein		
g007274	GCF_001700475:NZ_MAKH01000003.1:10580-8064	GCF_001700475:BDOEKEJJ_00745	hypothetical protein		
g007275	GCF_001700475:NZ_MAKH01000003.1:11509-10577	GCF_001700475:BDOEKEJJ_00746	hypothetical protein		
g007276	GCF_001700475:NZ_MAKH01000003.1:12122-12400	GCF_001700475:BDOEKEJJ_00747	hypothetical protein		
g007277	GCF_001700475:NZ_MAKH01000003.1:4689-3718	GCF_001700475:BDOEKEJJ_00740	hypothetical protein		
g007278	GCF_001700475:NZ_MAKH01000003.1:5211-4750	GCF_001700475:BDOEKEJJ_00741	hypothetical protein		
g007279	GCF_001700475:NZ_MAKH01000003.1:5538-6410	GCF_001700475:BDOEKEJJ_00743	IS256 family transposase IS1201		
g007280	GCF_001700475:NZ_MAKH01000003.1:6628-7818	GCF_001700475:BDOEKEJJ_00744	IS3 family transposase ISL6		
g007281	GCF_001700475:NZ_MAKH01000004.1:12123-11017	GCF_001700475:BDOEKEJJ_01032	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component	1.14.15.30	
g007282	GCF_001700475:NZ_MAKH01000004.1:5836-5513	GCF_001700475:BDOEKEJJ_01026	Fe-S protein maturation auxiliary factor SufT		
g007283	GCF_001700475:NZ_MAKH01000005.1:108309-108413	GCF_001700475:BDOEKEJJ_01377	hypothetical protein		
g007284	GCF_001700475:NZ_MAKH01000005.1:118385-117441	GCF_001700475:BDOEKEJJ_01388	Oligopeptide transport ATP-binding protein OppF		
g007285	GCF_001700475:NZ_MAKH01000006.1:13988-13080	GCF_001700475:BDOEKEJJ_01529	CRISPR-associated endonuclease Cas1	3.1.-.-	
g007286	GCF_001700475:NZ_MAKH01000006.1:24026-24361	GCF_001700475:BDOEKEJJ_01536	hypothetical protein		
g007287	GCF_001700475:NZ_MAKH01000006.1:5157-3094	GCF_001700475:BDOEKEJJ_01518	Glycine--tRNA ligase beta subunit	6.1.1.14	
g007288	GCF_001700475:NZ_MAKH01000007.1:11811-10114	GCF_001700475:BDOEKEJJ_01764	hypothetical protein		
g007289	GCF_001700475:NZ_MAKH01000007.1:13743-13051	GCF_001700475:BDOEKEJJ_01766	hypothetical protein		
g007290	GCF_001700475:NZ_MAKH01000007.1:1769-783	GCF_001700475:BDOEKEJJ_01754	dTDP-4-dehydrorhamnose reductase	1.1.1.133	
g007291	GCF_001700475:NZ_MAKH01000007.1:18253-17723	GCF_001700475:BDOEKEJJ_01772	hypothetical protein		
g007292	GCF_001700475:NZ_MAKH01000007.1:26327-25239	GCF_001700475:BDOEKEJJ_01781	hypothetical protein		
g007293	GCF_001700475:NZ_MAKH01000007.1:26890-26324	GCF_001700475:BDOEKEJJ_01782	Putative acetyltransferase	2.3.1.-	
