""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID.1"	"koID"
"g010353"	"g010353"	8.74125874125873e-05	1	0	1	0	"GCF_001567095:HNILBHAK_01981"	"GCF_001567095:NZ_LSVK01000007.1:354436-355035"	"hypothetical protein"	""	NA	"g007246"	""
"g010376"	"g010376"	0.000874125874125875	0	1	0	0.857142857142857	"GCF_001700475:BDOEKEJJ_00091"	"GCF_001700475:NZ_MAKH01000012.1:45525-43633"	"hypothetical protein"	""	NA	"g007326"	""
"g010454"	"g010454"	8.74125874125873e-05	1	0	1	0	"GCF_001700475:BDOEKEJJ_01536"	"GCF_001700475:NZ_MAKH01000006.1:24026-24361"	"hypothetical protein"	""	NA	"g007286"	""
"g010460"	"g010460"	8.74125874125873e-05	0	1	0	1	"GCF_001700475:BDOEKEJJ_01613"	"GCF_001700475:NZ_MAKH01000064.1:4653-3700"	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"	"4.2.99.20"	NA	"g007391"	""
"g010619"	"g010619"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_001704465:FBNFDCKK_00652"	"GCF_001704465:NZ_MCJG01000005.1:6729-6577"	"hypothetical protein"	""	NA	"g007522"	""
"g010620"	"g010620"	8.74125874125873e-05	0	1	0	1	"GCF_001704465:FBNFDCKK_00680"	"GCF_001704465:NZ_MCJG01000005.1:37203-36742"	"hypothetical protein"	""	NA	"g007518"	""
"g010786"	"g010786"	0.00323426573426573	0	1	0.222222222222222	1	"GCF_001704465:FBNFDCKK_02112"	"GCF_001704465:NZ_MCJG01000026.1:23454-22810"	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"	"2.1.1.163"	NA	"g007687"	""
"g011050"	"g011050"	0.0336538461538462	1	1	0.444444444444444	1	"GCF_002218565:JNGGKKIJ_01805"	"GCF_002218565:NZ_LYQS01000049.1:1403-180"	"IS110 family transposase ISL4"	""	NA	"g007950"	""
"g011059"	"g011059"	0.0013986013986014	0	1	0.111111111111111	1	"GCF_002218565:JNGGKKIJ_01900"	"GCF_002218565:NZ_LYQS01000056.1:2370-1354"	"putative BsuMI modification methylase subunit YdiO"	"2.1.1.37"	NA	"g007958"	"K00558"
"g011111"	"g011111"	0.000874125874125875	1	1	1	0.142857142857143	"GCF_002218615:PNOCBKEI_00962"	"GCF_002218615:NZ_LYQR01000021.1:123337-122765"	"hypothetical protein"	""	NA	"g008009"	""
"g011129"	"g011129"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_002218615:PNOCBKEI_01144"	"GCF_002218615:NZ_LYQR01000026.1:13211-12483"	"Ribitol-5-phosphate cytidylyltransferase"	"2.7.7.40"	NA	"g008023"	"K21030"
"g011257"	"g011257"	8.74125874125873e-05	1	0	1	0	"GCF_002218615:PNOCBKEI_02072"	"GCF_002218615:NZ_LYQR01000057.1:672-1421"	"hypothetical protein"	""	NA	"g008159"	""
"g011553"	"g011553"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_002218685:KOJCMLOO_00817"	"GCF_002218685:NZ_LYQY01000017.1:1584-1237"	"hypothetical protein"	""	NA	"g008453"	""
"g011560"	"g011560"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_002218685:KOJCMLOO_01019"	"GCF_002218685:NZ_LYQY01000020.1:24448-24738"	"1-deoxy-D-xylulose-5-phosphate synthase"	"2.2.1.7"	NA	"g008460"	"K01662"
"g011618"	"g011618"	8.74125874125873e-05	1	0	1	0	"GCF_002218695:NGOAGBOO_00375"	"GCF_002218695:NZ_LYQW01000005.1:35825-36343"	"hypothetical protein"	""	NA	"g008518"	""
"g011620"	"g011620"	0.0113636363636364	1	0	0.666666666666667	0	"GCF_002218695:NGOAGBOO_00377"	"GCF_002218695:NZ_LYQW01000005.1:38383-36851"	"hypothetical protein"	""	NA	"g008520"	""
"g011696"	"g011696"	8.74125874125873e-05	0	0	0	1	"GCF_002218695:NGOAGBOO_01561"	"GCF_002218695:NZ_LYQW01000038.1:7994-7833"	"hypothetical protein"	""	NA	"g008596"	""
"g011717"	"g011717"	0.0336538461538462	1	0	0.555555555555556	0	"GCF_002218735:AEOFADFB_00094"	"GCF_002218735:NZ_LYQZ01000002.1:30530-31654"	"hypothetical protein"	""	NA	"g008617"	""
"g011773"	"g011773"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_002218735:AEOFADFB_00680"	"GCF_002218735:NZ_LYQZ01000011.1:93256-94209"	"hypothetical protein"	""	NA	"g008673"	""
"g011788"	"g011788"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_002218735:AEOFADFB_00852"	"GCF_002218735:NZ_LYQZ01000017.1:7157-7585"	"hypothetical protein"	""	NA	"g008699"	""
"g011790"	"g011790"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_002218735:AEOFADFB_00879"	"GCF_002218735:NZ_LYQZ01000017.1:36484-35150"	"Multidrug export protein MepA"	""	NA	"g008688"	"K18908"
"g011794"	"g011794"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_002218735:AEOFADFB_00888"	"GCF_002218735:NZ_LYQZ01000017.1:42018-42284"	"hypothetical protein"	""	NA	"g008692"	""
"g011797"	"g011797"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_002218735:AEOFADFB_00892"	"GCF_002218735:NZ_LYQZ01000017.1:47783-49258"	"hypothetical protein"	""	NA	"g008695"	""
"g011798"	"g011798"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_002218735:AEOFADFB_00893"	"GCF_002218735:NZ_LYQZ01000017.1:49473-49745"	"hypothetical protein"	""	NA	"g008696"	""
"g011846"	"g011846"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_002218735:AEOFADFB_01401"	"GCF_002218735:NZ_LYQZ01000037.1:27651-27079"	"hypothetical protein"	""	NA	"g008744"	""
"g011852"	"g011852"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_002218735:AEOFADFB_01408"	"GCF_002218735:NZ_LYQZ01000037.1:36052-37065"	"hypothetical protein"	""	NA	"g008750"	""
"g011873"	"g011873"	0.000874125874125875	1	1	1	0.142857142857143	"GCF_002218735:AEOFADFB_01859"	"GCF_002218735:NZ_LYQZ01000057.1:98989-99324"	"Nucleoid-associated protein YbaB"	""	NA	"g008775"	""
"g011905"	"g011905"	0.0113636363636364	1	1	0.333333333333333	1	"GCF_002218765:HAAPBNCP_00546"	"GCF_002218765:NZ_LYQV01000010.1:11320-9701"	"CTP synthase"	"6.3.4.2"	NA	"g008804"	"K01937"
"g011954"	"g011954"	8.74125874125873e-05	0	1	0	1	"GCF_002218765:HAAPBNCP_01937"	"GCF_002218765:NZ_LYQV01000049.1:180306-180151"	"hypothetical protein"	""	NA	"g008851"	""
"g011961"	"g011961"	0.000874125874125875	0	0	0	0.857142857142857	"GCF_002218765:HAAPBNCP_02041"	"GCF_002218765:NZ_LYQV01000050.1:72688-72831"	"hypothetical protein"	""	NA	"g008861"	""
"g011984"	"g011984"	8.74125874125873e-05	0	0	0	1	"GCF_002218775:NNOFKODP_00307"	"GCF_002218775:NZ_LYQX01000009.1:5767-6648"	"Modification methylase DpnIIA"	"2.1.1.72"	NA	"g008884"	""
"g011998"	"g011998"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_002218775:NNOFKODP_00609"	"GCF_002218775:NZ_LYQX01000012.1:14519-14193"	"hypothetical protein"	""	NA	"g008898"	""
"g012133"	"g012133"	0.0192307692307692	0	0	0	0.571428571428571	"GCF_002218805:NLPBCFLN_00964"	"GCF_002218805:NZ_LYRA01000012.1:15922-13442"	"DNA gyrase subunit A"	"5.6.2.2"	NA	"g009033"	"K02469"
"g012181"	"g012181"	0.0113636363636364	1	1	0.333333333333333	1	"GCF_002218805:NLPBCFLN_01859"	"GCF_002218805:NZ_LYRA01000039.1:48125-48466"	"Arginine transport ATP-binding protein ArtM"	""	NA	"g009081"	"K02028"
"g012396"	"g012396"	0.000874125874125875	1	1	1	0.142857142857143	"GCF_002218855:LDPHDANK_00291"	"GCF_002218855:NZ_LYRC01000004.1:42867-41545"	"PTS system oligo-beta-mannoside-specific EIIC component"	""	NA	"g009294"	"K02761"
"g012446"	"g012446"	8.74125874125873e-05	1	0	1	0	"GCF_002218855:LDPHDANK_01143"	"GCF_002218855:NZ_LYRC01000017.1:3233-3592"	"hypothetical protein"	""	NA	"g009343"	""
"g012505"	"g012505"	0.00480769230769231	1	1	1	0.285714285714286	"GCF_002218885:OKLOAOEF_00675"	"GCF_002218885:NZ_LYRE01000019.1:66554-66641"	"tRNA-Ser(tga)"	""	NA	"g009403"	NA
"g012600"	"g012600"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_002218895:GGINCKGM_00978"	"GCF_002218895:NZ_LYRF01000026.1:12858-11962"	"Protein LacX, plasmid"	""	NA	"g009498"	""
"g012602"	"g012602"	8.74125874125873e-05	1	0	1	0	"GCF_002218895:GGINCKGM_01007"	"GCF_002218895:NZ_LYRF01000027.1:2393-3568"	"hypothetical protein"	""	NA	"g009500"	""
"g012610"	"g012610"	8.74125874125873e-05	1	0	1	0	"GCF_002218895:GGINCKGM_01086"	"GCF_002218895:NZ_LYRF01000028.1:77371-76937"	"hypothetical protein"	""	NA	"g009508"	""
"g012644"	"g012644"	8.74125874125873e-05	1	0	1	0	"GCF_002218895:GGINCKGM_01868"	"GCF_002218895:NZ_LYRF01000065.1:65228-66694"	"Multidrug resistance protein 3"	""	NA	"g009542"	""
"g012648"	"g012648"	0.0113636363636364	1	0	0.666666666666667	0	"GCF_002218895:GGINCKGM_01895"	"GCF_002218895:NZ_LYRF01000066.1:17458-17787"	"hypothetical protein"	""	NA	"g009546"	""
"g012687"	"g012687"	0.0336538461538462	1	0	0.555555555555556	0	"GCF_002218925:LDJNIGMA_00644"	"GCF_002218925:NZ_LYRG01000010.1:7476-6319"	"hypothetical protein"	""	NA	"g009587"	""
"g012741"	"g012741"	8.74125874125873e-05	1	0	1	0	"GCF_002218925:LDJNIGMA_01439"	"GCF_002218925:NZ_LYRG01000021.1:15008-16288"	"hypothetical protein"	""	NA	"g009636"	""
"g012745"	"g012745"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_002218925:LDJNIGMA_01443"	"GCF_002218925:NZ_LYRG01000021.1:19284-20723"	"hypothetical protein"	""	NA	"g009640"	""
"g012768"	"g012768"	0.00323426573426573	0	0	0.777777777777778	0	"GCF_002218925:LDJNIGMA_01621"	"GCF_002218925:NZ_LYRG01000027.1:2952-3359"	"hypothetical protein"	""	NA	"g009665"	""
"g012868"	"g012868"	0.00480769230769231	0	0	0	0.714285714285714	"GCF_002218945:OIEGDGFC_00574"	"GCF_002218945:NZ_LYRH01000012.1:7451-7750"	"hypothetical protein"	""	NA	"g009765"	""
"g012910"	"g012910"	0.0113636363636364	1	1	0.333333333333333	1	"GCF_002218945:OIEGDGFC_01269"	"GCF_002218945:NZ_LYRH01000033.1:36158-34896"	"hypothetical protein"	""	NA	"g009808"	""
"g012952"	"g012952"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_002218945:OIEGDGFC_01856"	"GCF_002218945:NZ_LYRH01000062.1:9949-9515"	"Levansucrase"	"2.4.1.10"	NA	"g009852"	""
"g012953"	"g012953"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_002218945:OIEGDGFC_01857"	"GCF_002218945:NZ_LYRH01000062.1:13088-10563"	"hypothetical protein"	""	NA	"g009848"	""
"g013062"	"g013062"	0.00323426573426573	0	1	0.222222222222222	1	"GCF_002218965:CPOBJPKN_01482"	"GCF_002218965:NZ_LYRI01000043.1:6445-7155"	"hypothetical protein"	""	NA	"g009964"	""
"g013068"	"g013068"	0.00480769230769231	0	0	0	0.714285714285714	"GCF_002218965:CPOBJPKN_01489"	"GCF_002218965:NZ_LYRI01000043.1:12112-10853"	"hypothetical protein"	""	NA	"g009957"	""
"g013082"	"g013082"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_002218965:CPOBJPKN_01666"	"GCF_002218965:NZ_LYRI01000051.1:4628-3933"	"hypothetical protein"	""	NA	"g009980"	""
"g013128"	"g013128"	8.74125874125873e-05	1	0	1	0	"GCF_002218975:EMHDLPGJ_00960"	"GCF_002218975:NZ_LYRJ01000015.1:23012-23887"	"HTH-type transcriptional regulator BenM"	""	NA	"g010026"	"K21757"
"g013133"	"g013133"	8.74125874125873e-05	1	0	1	0	"GCF_002218975:EMHDLPGJ_01110"	"GCF_002218975:NZ_LYRJ01000018.1:22434-20302"	"DNA topoisomerase 1"	"5.6.2.1"	NA	"g010031"	"K03168"
"g013153"	"g013153"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_002218975:EMHDLPGJ_01608"	"GCF_002218975:NZ_LYRJ01000032.1:45222-43579"	"Acetyl-S-ACP:malonate ACP transferase"	"2.3.1.187"	NA	"g010049"	"K13929"
"g013205"	"g013205"	8.74125874125873e-05	1	0	1	0	"GCF_002219005:GCJALPBE_00843"	"GCF_002219005:NZ_LYRK01000020.1:21642-21409"	"hypothetical protein"	""	NA	"g010103"	""
"g013239"	"g013239"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_002219005:GCJALPBE_01753"	"GCF_002219005:NZ_LYRK01000046.1:13414-12869"	"hypothetical protein"	""	NA	"g010137"	""
"g013247"	"g013247"	8.74125874125873e-05	1	0	1	0	"GCF_002219005:GCJALPBE_01945"	"GCF_002219005:NZ_LYRK01000062.1:26707-26868"	"hypothetical protein"	""	NA	"g010144"	""
"g013281"	"g013281"	8.74125874125873e-05	1	0	1	0	"GCF_002219015:DCHOIKKN_00971"	"GCF_002219015:NZ_LYRN01000015.1:3776-3645"	"hypothetical protein"	""	NA	"g010180"	""
"g013287"	"g013287"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_002219015:DCHOIKKN_01192"	"GCF_002219015:NZ_LYRN01000019.1:14589-15581"	"L-asparaginase 1"	"3.5.1.1"	NA	"g010184"	"K01424"
"g013294"	"g013294"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_002219015:DCHOIKKN_01334"	"GCF_002219015:NZ_LYRN01000024.1:709-2109"	"hypothetical protein"	""	NA	"g010192"	""
"g013337"	"g013337"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_002219015:DCHOIKKN_02033"	"GCF_002219015:NZ_LYRN01000061.1:25-324"	"hypothetical protein"	""	NA	"g010235"	""
"g013342"	"g013342"	0.00323426573426573	0	1	0.222222222222222	1	"GCF_002219045:CICGICIN_00031"	"GCF_002219045:NZ_LYRL01000001.1:28321-29124"	"NAD kinase"	"2.7.1.23"	NA	"g010240"	"K00858"
"g013375"	"g013375"	8.74125874125873e-05	1	0	1	0	"GCF_002219045:CICGICIN_00918"	"GCF_002219045:NZ_LYRL01000019.1:9512-7899"	"Membrane-bound lytic murein transglycosylase F"	"4.2.2.-"	NA	"g010274"	""
"g013380"	"g013380"	8.74125874125873e-05	1	0	1	0	"GCF_002219045:CICGICIN_00990"	"GCF_002219045:NZ_LYRL01000021.1:3425-2655"	"hypothetical protein"	""	NA	"g010280"	""
"g013385"	"g013385"	8.74125874125873e-05	1	0	1	0	"GCF_002219045:CICGICIN_01137"	"GCF_002219045:NZ_LYRL01000025.1:2111-465"	"Oligopeptide-binding protein OppA"	""	NA	"g010283"	"K15580"
"g013462"	"g013462"	8.74125874125873e-05	1	0	1	0	"GCF_002219055:FPOACGBB_01344"	"GCF_002219055:NZ_LYRO01000033.1:7852-7980"	"hypothetical protein"	""	NA	"g010360"	""
"g013646"	"g013646"	8.74125874125873e-05	0	0	0	1	"GCF_002811165:GJDANGKE_00540"	"GCF_002811165:NZ_MKXG01000032.1:48557-49195"	"hypothetical protein"	""	NA	"g010547"	""
"g013735"	"g013735"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_002811165:GJDANGKE_00701"	"GCF_002811165:NZ_MKXG01000074.1:34773-35459"	"Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD"	"6.3.5.13"	NA	"g010624"	"K07009"
"g013736"	"g013736"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_002811165:GJDANGKE_00703"	"GCF_002811165:NZ_MKXG01000074.1:36184-36534"	"hypothetical protein"	""	NA	"g010625"	""
"g013827"	"g013827"	8.74125874125873e-05	1	0	1	0	"GCF_002811165:GJDANGKE_01010"	"GCF_002811165:NZ_MKXG01000116.1:648-52"	"hypothetical protein"	""	NA	"g010723"	""
"g013845"	"g013845"	0.0192307692307692	0	0	0	0.571428571428571	"GCF_002811165:GJDANGKE_01094"	"GCF_002811165:NZ_MKXG01000131.1:1163-513"	"hypothetical protein"	""	NA	"g010741"	""
"g013931"	"g013931"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_002811165:GJDANGKE_01405"	"GCF_002811165:NZ_MKXG01000177.1:23001-23831"	"Pyridoxine/pyridoxal/pyridoxamine kinase"	"2.7.1.35"	NA	"g010827"	""
"g013932"	"g013932"	8.74125874125873e-05	1	0	1	0	"GCF_002811165:GJDANGKE_01421"	"GCF_002811165:NZ_MKXG01000177.1:42134-45355"	"hypothetical protein"	""	NA	"g010828"	""
"g014069"	"g014069"	0.0192307692307692	1	1	1	0.428571428571429	"GCF_002811165:GJDANGKE_01781"	"GCF_002811165:NZ_MKXG01000300.1:755-889"	"hypothetical protein"	""	NA	"g010963"	""
"g014072"	"g014072"	8.74125874125873e-05	1	0	1	0	"GCF_002811165:GJDANGKE_01788"	"GCF_002811165:NZ_MKXG01000305.1:734-516"	"hypothetical protein"	""	NA	"g010966"	""
"g014099"	"g014099"	8.74125874125873e-05	1	0	1	0	"GCF_002811165:GJDANGKE_01903"	"GCF_002811165:NZ_MKXG01000344.1:5-568"	"Glutathione transport system permease protein GsiD"	""	NA	"g010993"	"K13891"
"g014476"	"g014476"	8.74125874125873e-05	1	0	1	0	"GCF_002861805:KEJPPMLM_00325"	"GCF_002861805:NZ_PKIV01000013.1:12911-13894"	"3-oxoacyl-[acyl-carrier-protein] synthase 3"	"2.3.1.180"	NA	"g011428"	"K00648"
"g014488"	"g014488"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_002861805:KEJPPMLM_00337"	"GCF_002861805:NZ_PKIV01000013.1:22905-23447"	"Biotin transporter BioY"	""	NA	"g011443"	"K03523"
"g014519"	"g014519"	0.00323426573426573	0	0	0.777777777777778	0	"GCF_002861805:KEJPPMLM_00400"	"GCF_002861805:NZ_PKIV01000014.1:33647-35392"	"Oligopeptide-binding protein AppA"	""	NA	"g011483"	""
"g014663"	"g014663"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_002861805:KEJPPMLM_01077"	"GCF_002861805:NZ_PKIV01000029.1:22446-23672"	"putative SapB synthase"	"2.7.-.-"	NA	"g011620"	""
"g014692"	"g014692"	0.0405594405594406	1	1	0.777777777777778	0.142857142857143	"GCF_002861805:KEJPPMLM_01263"	"GCF_002861805:NZ_PKIV01000034.1:4541-4242"	"hypothetical protein"	""	NA	"g011650"	""
"g014693"	"g014693"	8.74125874125873e-05	0	1	0	1	"GCF_002861805:KEJPPMLM_01264"	"GCF_002861805:NZ_PKIV01000034.1:5310-4543"	"Sporulation initiation inhibitor protein Soj"	"3.6.-.-"	NA	"g011651"	"K03496"
"g014771"	"g014771"	8.74125874125873e-05	1	0	1	0	"GCF_002861805:KEJPPMLM_01704"	"GCF_002861805:NZ_PKIV01000005.1:72323-72832"	"hypothetical protein"	""	NA	"g011377"	""
"g014772"	"g014772"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_002861805:KEJPPMLM_01705"	"GCF_002861805:NZ_PKIV01000005.1:72911-73159"	"hypothetical protein"	""	NA	"g011378"	""
"g014781"	"g014781"	0.000874125874125875	0	0	0	0.857142857142857	"GCF_002861805:KEJPPMLM_01743"	"GCF_002861805:NZ_PKIV01000051.1:2288-2557"	"hypothetical protein"	""	NA	"g011701"	""
"g014881"	"g014881"	0.0192307692307692	0	0	0	0.571428571428571	"GCF_002861815:KMKEDCMF_00664"	"GCF_002861815:NZ_PKIW01000020.1:13359-12904"	"hypothetical protein"	""	NA	"g011788"	""
"g014954"	"g014954"	8.74125874125873e-05	1	0	1	0	"GCF_002861815:KMKEDCMF_01650"	"GCF_002861815:NZ_PKIW01000051.1:1300-1596"	"hypothetical protein"	""	NA	"g011853"	""
"g014985"	"g014985"	0.0192307692307692	0	0	0	0.571428571428571	"GCF_002861815:KMKEDCMF_02166"	"GCF_002861815:NZ_PKIW01000009.1:2557-2024"	"hypothetical protein"	""	NA	"g011768"	""
"g015265"	"g015265"	0.0405594405594406	1	0	0.222222222222222	0.857142857142857	"GCF_002863485:GKFHDHJD_01328"	"GCF_002863485:NZ_PKKF01000043.1:46-204"	"hypothetical protein"	""	NA	"g012148"	""
"g015288"	"g015288"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_002863485:GKFHDHJD_01515"	"GCF_002863485:NZ_PKKF01000050.1:15554-15838"	"hypothetical protein"	""	NA	"g012164"	""
"g015303"	"g015303"	0.034965034965035	0	1	0.111111111111111	0.714285714285714	"GCF_002863485:GKFHDHJD_01766"	"GCF_002863485:NZ_PKKF01000067.1:7050-7490"	"hypothetical protein"	""	NA	"g012179"	""
"g015437"	"g015437"	8.74125874125873e-05	1	0	1	0	"GCF_002863505:NDBOHKJJ_01477"	"GCF_002863505:NZ_PKKG01000040.1:15907-15161"	"hypothetical protein"	""	NA	"g012284"	""
"g015438"	"g015438"	8.74125874125873e-05	1	0	1	0	"GCF_002863505:NDBOHKJJ_01478"	"GCF_002863505:NZ_PKKG01000040.1:16114-15923"	"hypothetical protein"	""	NA	"g012285"	""
"g015445"	"g015445"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_002863505:NDBOHKJJ_01531"	"GCF_002863505:NZ_PKKG01000044.1:2140-2409"	"hypothetical protein"	""	NA	"g012294"	""
"g015547"	"g015547"	0.00323426573426573	0	0	0.777777777777778	0	"GCF_003795065:CFFCNNJG_00842"	"GCF_003795065:NZ_CP033426.1:847894-846959"	"putative ABC transporter phosphonate/phosphite binding protein PhnD2"	""	NA	"g012534"	"K02044"
"g015548"	"g015548"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_003795065:CFFCNNJG_00884"	"GCF_003795065:NZ_CP033426.1:890284-890556"	"hypothetical protein"	""	NA	"g012535"	""
"g015632"	"g015632"	0.00323426573426573	0	0	0.777777777777778	0	"GCF_003795065:CFFCNNJG_02076"	"GCF_003795065:NZ_CP033426.1:2061076-2060258"	"putative transport protein HsrA"	""	NA	"g012477"	""
"g015639"	"g015639"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_003795065:CFFCNNJG_02127"	"GCF_003795065:NZ_CP033426.1:2102995-2102573"	"hypothetical protein"	""	NA	"g012486"	""
"g015790"	"g015790"	8.74125874125873e-05	1	0	1	0	"GCF_003971565:HPPLFAIJ_02011"	"GCF_003971565:NZ_CP026503.1:1928101-1928028"	"tRNA-Gln(ttg)"	""	NA	"g012645"	NA
"g015792"	"g015792"	8.74125874125873e-05	1	0	1	0	"GCF_003971565:HPPLFAIJ_02114"	"GCF_003971565:NZ_CP026503.1:2027462-2028805"	"Adaptive-response sensory-kinase SasA"	"2.7.-.-"	NA	"g012647"	""
"g016033"	"g016033"	0.0336538461538462	0	1	0.444444444444444	1	"GCF_004334905:MJJFKFHJ_00140"	"GCF_004334905:NZ_QKVQ01000011.1:60827-59784"	"hypothetical protein"	""	NA	"g012956"	""
"g016203"	"g016203"	0.0336538461538462	0	0	0.444444444444444	1	"GCF_004334905:MJJFKFHJ_01618"	"GCF_004334905:NZ_QKVQ01000042.1:27-1649"	"hypothetical protein"	""	NA	"g013121"	""
"g016204"	"g016204"	0.0113636363636364	1	0	0.666666666666667	0	"GCF_004334905:MJJFKFHJ_01619"	"GCF_004334905:NZ_QKVQ01000042.1:1982-3934"	"hypothetical protein"	""	NA	"g013120"	""
"g016212"	"g016212"	0.00480769230769231	1	0	1	0.285714285714286	"GCF_004334905:MJJFKFHJ_01662"	"GCF_004334905:NZ_QKVQ01000047.1:1590-1252"	"hypothetical protein"	""	NA	"g013129"	""
"g016240"	"g016240"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_004334905:MJJFKFHJ_01805"	"GCF_004334905:NZ_QKVQ01000058.1:239-808"	"hypothetical protein"	""	NA	"g013146"	""
"g016264"	"g016264"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_004361075:JFKPNMFA_00179"	"GCF_004361075:NZ_NKKR01000108.1:9992-9426"	"hypothetical protein"	""	NA	"g013205"	""
"g016268"	"g016268"	0.00323426573426573	0	0	0.777777777777778	0	"GCF_004361075:JFKPNMFA_00193"	"GCF_004361075:NZ_NKKR01000108.1:18692-18183"	"hypothetical protein"	""	NA	"g013195"	""
"g016276"	"g016276"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_004361075:JFKPNMFA_00273"	"GCF_004361075:NZ_NKKR01000112.1:7237-6698"	"Beta-galactosidase LacZ"	"3.2.1.23"	NA	"g013207"	"K12308"
"g016277"	"g016277"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_004361075:JFKPNMFA_00510"	"GCF_004361075:NZ_NKKR01000132.1:3742-3326"	"hypothetical protein"	""	NA	"g013208"	""
"g016326"	"g016326"	8.74125874125873e-05	1	0	1	0	"GCF_004361075:JFKPNMFA_01900"	"GCF_004361075:NZ_NKKR01000006.1:1801-1400"	"hypothetical protein"	""	NA	"g013152"	""
"g016459"	"g016459"	0.00480769230769231	0	0	0	0.714285714285714	"GCF_004361115:NBBMPHDP_01059"	"GCF_004361115:NZ_NKKU01000273.1:605-168"	"IS110 family transposase ISSsu7"	""	NA	"g013374"	""
"g016545"	"g016545"	0.00323426573426573	0	0	0.777777777777778	0	"GCF_004361125:FOGAMAKP_01957"	"GCF_004361125:NZ_NKKV01000067.1:122-9"	"hypothetical protein"	""	NA	"g013405"	""
"g016546"	"g016546"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_004361125:FOGAMAKP_01968"	"GCF_004361125:NZ_NKKV01000070.1:693-403"	"hypothetical protein"	""	NA	"g013406"	""
"g016550"	"g016550"	8.74125874125873e-05	1	0	1	0	"GCF_004361125:FOGAMAKP_02149"	"GCF_004361125:NZ_NKKV01000009.1:1814-2548"	"hypothetical protein"	""	NA	"g013389"	""
"g016551"	"g016551"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_004361125:FOGAMAKP_02250"	"GCF_004361125:NZ_NKKV01000098.1:31551-30733"	"hypothetical protein"	""	NA	"g013410"	""
"g016603"	"g016603"	0.0336538461538462	1	1	0.444444444444444	1	"GCF_004361175:DDIEJGMJ_01593"	"GCF_004361175:NZ_NKKX01000005.1:9283-9879"	"hypothetical protein"	""	NA	"g013447"	""
"g016680"	"g016680"	8.74125874125873e-05	0	1	0	1	"GCF_004361185:FEPAOJAE_01202"	"GCF_004361185:NZ_NKKZ01000257.1:20608-19934"	"hypothetical protein"	""	NA	"g013589"	""
"g016709"	"g016709"	0.000874125874125875	0	0	0	0.857142857142857	"GCF_004361195:FMIHDDNN_00500"	"GCF_004361195:NZ_NKLB01000127.1:310-179"	"hypothetical protein"	""	NA	"g013649"	""
"g016857"	"g016857"	8.74125874125873e-05	0	1	0	1	"GCF_004361205:CFODAFON_01450"	"GCF_004361205:NZ_NKLD01000422.1:32-244"	"hypothetical protein"	""	NA	"g013768"	""
"g016858"	"g016858"	8.74125874125873e-05	0	1	0	1	"GCF_004361205:CFODAFON_01462"	"GCF_004361205:NZ_NKLD01000046.1:6004-5843"	"Serine/threonine exchanger SteT"	""	NA	"g013715"	"K03294"
